scroll,estimator,z,published_x,published_y,error_mm
PHerc0211,fake_axis,8407,3431,3750,5.499
PHerc0211,fake_axis,8620,3417,3718,5.739
PHerc0211,fake_axis,8913,3406,3675,6.009
PHerc0211,fake_axis,9244,3411,3611,6.271
PHerc0211,fake_axis,9497,3423,3566,6.419
PHerc0211,fake_axis,9707,3425,3582,6.315
PHerc0211,fake_axis,9912,3424,3518,6.689
PHerc0211,fake_axis,10106,3414,3428,7.322
PHerc0211,fake_axis,10300,3424,3326,7.957
PHerc0211,fake_axis,10481,3447,3192,8.828
PHerc0211,fake_axis,10675,3451,3028,10.12
PHerc0211,fake_axis,10826,3451,2938,10.865
PHerc0211,fake_axis,11032,3434,2888,11.355
PHerc0211,fake_axis,11159,3443,2978,10.567
PHerc0211,fake_axis,11289,3414,3071,9.948
PHerc0211,fake_axis,11376,3380,2838,12.001
PHerc0211,fake_axis,11496,3366,2750,12.795
PHerc0211,fake_axis,11631,3302,2604,14.286
PHerc0211,fake_axis,11763,3227,2515,15.345
PHerc0211,fake_axis,11879,3239,2464,15.722
PHerc0211,fake_axis,12067,3200,2406,16.371
PHerc0211,fake_axis,12235,3210,2398,16.397
PHerc0211,fake_axis,12372,3176,2408,16.455
PHerc0211,fake_axis,12540,3110,2376,17.007
PHerc0211,fake_axis,12689,3115,2356,17.15
PHerc0211,fake_axis,12876,3153,2426,16.404
PHerc0211,fake_axis,13200,3464,2367,15.784
PHerc0211,fake_axis,13366,4484,2846,11.59
PHerc0211,fake_axis,13911,4561,3331,8.151
PHerc0211,fake_axis,14231,4632,3515,7.511
PHerc0211,fake_axis,14521,4692,3514,7.983
PHerc0211,fake_axis,14698,4739,3384,9.045
PHerc0211,fake_axis,14899,4804,3431,9.286
PHerc0211,fake_axis,15142,4662,3378,8.522
PHerc0211,fake_axis,15450,4472,3502,6.424
PHerc0211,fake_axis,15752,4241,3702,3.568
PHerc0211,fake_axis,16052,2492,4182,14.01
PHerc0211,fake_axis,16066,4164,3779,2.549
PHerc0211,fake_axis,16290,2529,4289,13.846
PHerc0211,fake_axis,16564,2500,4411,14.393
PHerc0211,fake_axis,16911,2607,4497,13.703
PHerc0211,fake_axis,17459,2981,4811,12.158
PHerc0211,fake_axis,17712,3159,4915,11.654
PHerc0826,argmax,1941,5231,4456,12.283
PHerc0826,argmax,2514,5215,4162,2.551
PHerc0826,argmax,3005,5149,3884,0.607
PHerc0826,argmax,3211,5185,3791,0.798
PHerc0826,argmax,3634,5159,3539,0.85
PHerc0826,argmax,3954,5103,3575,1.568
PHerc0826,argmax,4346,4973,3585,5.073
PHerc0826,argmax,4619,5004,3606,8.687
PHerc0826,argmax,5011,4777,4048,3.752
PHerc0826,argmax,5434,4792,4250,2.373
PHerc0826,argmax,5671,4854,4239,4.639
PHerc0826,argmax,5981,4777,4291,6.418
PHerc0826,argmax,6379,4384,4208,5.379
PHerc0826,argmax,6704,4141,4410,3.307
PHerc0826,argmax,6921,4001,4663,4.988
PHerc0826,argmax,7092,3800,4684,4.938
PHerc0826,argmax,7571,3154,4410,2.868
PHerc0826,argmax,7736,3391,4352,1.116
PHerc0826,argmax,7978,3324,4296,3.664
PHerc0826,argmax,8324,3314,4316,3.908
PHerc0826,argmax,8601,3461,4243,11.541
PHerc0826,argmax,8819,3396,4291,6.206
PHerc0826,argmax,9040,3346,4424,7.009
PHerc0826,argmax,9212,3476,4808,3.41
PHerc0826,argmax,9329,3517,5388,3.889
PHerc0826,argmax,9471,3492,5696,6.706
PHerc0826,argmax,9662,3517,5594,5.373
PHerc0826,argmax,9971,3602,5407,5.196
PHerc0826,argmax,10129,3602,5333,2.628
PHerc0826,argmax,10466,3659,5358,11.609
PHerc0826,argmax,10864,3744,5366,8.354
PHerc0826,argmax,11303,3785,5285,2.489
PHerc0826,argmax,11632,3870,5132,1.635
PHerc0826,argmax,11949,3927,5043,4.017
PHerc0826,argmax,12367,4029,4877,5.242
PHerc0826,argmax,12846,4118,4829,1.403
PHerc0826,argmax,13411,4216,4756,8.913
PHerc0826,argmax,13687,4247,4654,3.867
PHerc0826,argmax,13982,4298,4532,5.623
PHerc0826,argmax,14271,4460,4438,3.455
PHerc0826,argmax,14525,4511,4337,3.89
PHerc0826,argmax,14723,4577,4259,3.033
PHerc0826,argmax,14974,4653,4059,1.429
PHerc0826,argmax,15175,4744,3854,2.134
PHerc0826,argmax,15421,4599,3787,1.532
PHerc0826,centroid,1941,5231,4456,3.834
PHerc0826,centroid,2514,5215,4162,1.855
PHerc0826,centroid,3005,5149,3884,3.003
PHerc0826,centroid,3211,5185,3791,3.116
PHerc0826,centroid,3634,5159,3539,3.004
PHerc0826,centroid,3954,5103,3575,3.885
PHerc0826,centroid,4346,4973,3585,5.701
PHerc0826,centroid,4619,5004,3606,7.347
PHerc0826,centroid,5011,4777,4048,5.789
PHerc0826,centroid,5434,4792,4250,7.778
PHerc0826,centroid,5671,4854,4239,9.57
PHerc0826,centroid,5981,4777,4291,10.173
PHerc0826,centroid,6379,4384,4208,7.514
PHerc0826,centroid,6704,4141,4410,6.638
PHerc0826,centroid,6921,4001,4663,6.207
PHerc0826,centroid,7092,3800,4684,5.012
PHerc0826,centroid,7571,3154,4410,1.759
PHerc0826,centroid,7736,3391,4352,0.909
PHerc0826,centroid,7978,3324,4296,1.438
PHerc0826,centroid,8324,3314,4316,3.026
PHerc0826,centroid,8601,3461,4243,4.873
PHerc0826,centroid,8819,3396,4291,4.98
PHerc0826,centroid,9040,3346,4424,4.416
PHerc0826,centroid,9212,3476,4808,1.791
PHerc0826,centroid,9329,3517,5388,4.254
PHerc0826,centroid,9471,3492,5696,6.865
PHerc0826,centroid,9662,3517,5594,5.855
PHerc0826,centroid,9971,3602,5407,3.925
PHerc0826,centroid,10129,3602,5333,2.898
PHerc0826,centroid,10466,3659,5358,3.333
PHerc0826,centroid,10864,3744,5366,6.009
PHerc0826,centroid,11303,3785,5285,3.512
PHerc0826,centroid,11632,3870,5132,2.217
PHerc0826,centroid,11949,3927,5043,1.762
PHerc0826,centroid,12367,4029,4877,1.102
PHerc0826,centroid,12846,4118,4829,1.207
PHerc0826,centroid,13411,4216,4756,1.735
PHerc0826,centroid,13687,4247,4654,2.039
PHerc0826,centroid,13982,4298,4532,2.205
PHerc0826,centroid,14271,4460,4438,1.954
PHerc0826,centroid,14525,4511,4337,1.782
PHerc0826,centroid,14723,4577,4259,1.644
PHerc0826,centroid,14974,4653,4059,0.979
PHerc0826,centroid,15175,4744,3854,0.979
PHerc0826,centroid,15421,4599,3787,1.672
PHerc0826,plateau_centroid,1941,5231,4456,7.951
PHerc0826,plateau_centroid,2514,5215,4162,1.772
PHerc0826,plateau_centroid,3005,5149,3884,0.56
PHerc0826,plateau_centroid,3211,5185,3791,0.76
PHerc0826,plateau_centroid,3634,5159,3539,0.989
PHerc0826,plateau_centroid,3954,5103,3575,0.641
PHerc0826,plateau_centroid,4346,4973,3585,4.913
PHerc0826,plateau_centroid,4619,5004,3606,8.704
PHerc0826,plateau_centroid,5011,4777,4048,4.197
PHerc0826,plateau_centroid,5434,4792,4250,1.695
PHerc0826,plateau_centroid,5671,4854,4239,6.582
PHerc0826,plateau_centroid,5981,4777,4291,7.785
PHerc0826,plateau_centroid,6379,4384,4208,6.4
PHerc0826,plateau_centroid,6704,4141,4410,4.626
PHerc0826,plateau_centroid,6921,4001,4663,5.595
PHerc0826,plateau_centroid,7092,3800,4684,5.247
PHerc0826,plateau_centroid,7571,3154,4410,1.141
PHerc0826,plateau_centroid,7736,3391,4352,1.929
PHerc0826,plateau_centroid,7978,3324,4296,3.163
PHerc0826,plateau_centroid,8324,3314,4316,4.784
PHerc0826,plateau_centroid,8601,3461,4243,11.612
PHerc0826,plateau_centroid,8819,3396,4291,6.367
PHerc0826,plateau_centroid,9040,3346,4424,5.637
PHerc0826,plateau_centroid,9212,3476,4808,2.628
PHerc0826,plateau_centroid,9329,3517,5388,3.829
PHerc0826,plateau_centroid,9471,3492,5696,6.312
PHerc0826,plateau_centroid,9662,3517,5594,4.812
PHerc0826,plateau_centroid,9971,3602,5407,1.902
PHerc0826,plateau_centroid,10129,3602,5333,1.069
PHerc0826,plateau_centroid,10466,3659,5358,7.979
PHerc0826,plateau_centroid,10864,3744,5366,9.997
PHerc0826,plateau_centroid,11303,3785,5285,4.43
PHerc0826,plateau_centroid,11632,3870,5132,1.165
PHerc0826,plateau_centroid,11949,3927,5043,0.642
PHerc0826,plateau_centroid,12367,4029,4877,2.037
PHerc0826,plateau_centroid,12846,4118,4829,2.235
PHerc0826,plateau_centroid,13411,4216,4756,5.392
PHerc0826,plateau_centroid,13687,4247,4654,7.073
PHerc0826,plateau_centroid,13982,4298,4532,5.91
PHerc0826,plateau_centroid,14271,4460,4438,4.253
PHerc0826,plateau_centroid,14525,4511,4337,3.719
PHerc0826,plateau_centroid,14723,4577,4259,3.064
PHerc0826,plateau_centroid,14974,4653,4059,2.567
PHerc0826,plateau_centroid,15175,4744,3854,3.16
PHerc0826,plateau_centroid,15421,4599,3787,1.683
PHerc0826,plateau_nearest_centroid,1941,5231,4456,3.887
PHerc0826,plateau_nearest_centroid,2514,5215,4162,1.815
PHerc0826,plateau_nearest_centroid,3005,5149,3884,2.471
PHerc0826,plateau_nearest_centroid,3211,5185,3791,2.138
PHerc0826,plateau_nearest_centroid,3634,5159,3539,2.193
PHerc0826,plateau_nearest_centroid,3954,5103,3575,3.273
PHerc0826,plateau_nearest_centroid,4346,4973,3585,5.383
PHerc0826,plateau_nearest_centroid,4619,5004,3606,7.356
PHerc0826,plateau_nearest_centroid,5011,4777,4048,5.781
PHerc0826,plateau_nearest_centroid,5434,4792,4250,5.242
PHerc0826,plateau_nearest_centroid,5671,4854,4239,8.691
PHerc0826,plateau_nearest_centroid,5981,4777,4291,9.976
PHerc0826,plateau_nearest_centroid,6379,4384,4208,7.5
PHerc0826,plateau_nearest_centroid,6704,4141,4410,6.427
PHerc0826,plateau_nearest_centroid,6921,4001,4663,6.063
PHerc0826,plateau_nearest_centroid,7092,3800,4684,4.987
PHerc0826,plateau_nearest_centroid,7571,3154,4410,1.784
PHerc0826,plateau_nearest_centroid,7736,3391,4352,0.881
PHerc0826,plateau_nearest_centroid,7978,3324,4296,1.444
PHerc0826,plateau_nearest_centroid,8324,3314,4316,4.267
PHerc0826,plateau_nearest_centroid,8601,3461,4243,8.603
PHerc0826,plateau_nearest_centroid,8819,3396,4291,5.594
PHerc0826,plateau_nearest_centroid,9040,3346,4424,4.337
PHerc0826,plateau_nearest_centroid,9212,3476,4808,1.584
PHerc0826,plateau_nearest_centroid,9329,3517,5388,4.358
PHerc0826,plateau_nearest_centroid,9471,3492,5696,6.895
PHerc0826,plateau_nearest_centroid,9662,3517,5594,5.077
PHerc0826,plateau_nearest_centroid,9971,3602,5407,2.473
PHerc0826,plateau_nearest_centroid,10129,3602,5333,1.822
PHerc0826,plateau_nearest_centroid,10466,3659,5358,3.438
PHerc0826,plateau_nearest_centroid,10864,3744,5366,5.932
PHerc0826,plateau_nearest_centroid,11303,3785,5285,2.05
PHerc0826,plateau_nearest_centroid,11632,3870,5132,2.349
PHerc0826,plateau_nearest_centroid,11949,3927,5043,0.904
PHerc0826,plateau_nearest_centroid,12367,4029,4877,0.94
PHerc0826,plateau_nearest_centroid,12846,4118,4829,0.397
PHerc0826,plateau_nearest_centroid,13411,4216,4756,0.58
PHerc0826,plateau_nearest_centroid,13687,4247,4654,1.62
PHerc0826,plateau_nearest_centroid,13982,4298,4532,1.826
PHerc0826,plateau_nearest_centroid,14271,4460,4438,1.037
PHerc0826,plateau_nearest_centroid,14525,4511,4337,0.802
PHerc0826,plateau_nearest_centroid,14723,4577,4259,0.909
PHerc0826,plateau_nearest_centroid,14974,4653,4059,0.772
PHerc0826,plateau_nearest_centroid,15175,4744,3854,1.051
PHerc0826,plateau_nearest_centroid,15421,4599,3787,0.864
PHerc0826,argmax+hampel,1941,5231,4456,4.217
PHerc0826,argmax+hampel,2514,5215,4162,2.551
PHerc0826,argmax+hampel,3005,5149,3884,0.607
PHerc0826,argmax+hampel,3211,5185,3791,0.798
PHerc0826,argmax+hampel,3634,5159,3539,0.85
PHerc0826,argmax+hampel,3954,5103,3575,1.568
PHerc0826,argmax+hampel,4346,4973,3585,2.867
PHerc0826,argmax+hampel,4619,5004,3606,4.908
PHerc0826,argmax+hampel,5011,4777,4048,3.752
PHerc0826,argmax+hampel,5434,4792,4250,2.373
PHerc0826,argmax+hampel,5671,4854,4239,4.639
PHerc0826,argmax+hampel,5981,4777,4291,6.418
PHerc0826,argmax+hampel,6379,4384,4208,5.379
PHerc0826,argmax+hampel,6704,4141,4410,3.307
PHerc0826,argmax+hampel,6921,4001,4663,4.988
PHerc0826,argmax+hampel,7092,3800,4684,4.938
PHerc0826,argmax+hampel,7571,3154,4410,2.868
PHerc0826,argmax+hampel,7736,3391,4352,1.116
PHerc0826,argmax+hampel,7978,3324,4296,3.664
PHerc0826,argmax+hampel,8324,3314,4316,4.806
PHerc0826,argmax+hampel,8601,3461,4243,5.807
PHerc0826,argmax+hampel,8819,3396,4291,7.149
PHerc0826,argmax+hampel,9040,3346,4424,7.009
PHerc0826,argmax+hampel,9212,3476,4808,3.41
PHerc0826,argmax+hampel,9329,3517,5388,3.889
PHerc0826,argmax+hampel,9471,3492,5696,6.706
PHerc0826,argmax+hampel,9662,3517,5594,5.875
PHerc0826,argmax+hampel,9971,3602,5407,5.088
PHerc0826,argmax+hampel,10129,3602,5333,5.326
PHerc0826,argmax+hampel,10466,3659,5358,6.494
PHerc0826,argmax+hampel,10864,3744,5366,7.584
PHerc0826,argmax+hampel,11303,3785,5285,5.778
PHerc0826,argmax+hampel,11632,3870,5132,4.797
PHerc0826,argmax+hampel,11949,3927,5043,4.017
PHerc0826,argmax+hampel,12367,4029,4877,2.783
PHerc0826,argmax+hampel,12846,4118,4829,0.576
PHerc0826,argmax+hampel,13411,4216,4756,2.303
PHerc0826,argmax+hampel,13687,4247,4654,3.867
PHerc0826,argmax+hampel,13982,4298,4532,5.623
PHerc0826,argmax+hampel,14271,4460,4438,3.455
PHerc0826,argmax+hampel,14525,4511,4337,3.89
PHerc0826,argmax+hampel,14723,4577,4259,3.033
PHerc0826,argmax+hampel,14974,4653,4059,1.429
PHerc0826,argmax+hampel,15175,4744,3854,2.134
PHerc0826,argmax+hampel,15421,4599,3787,1.532
PHerc0826,fake_axis,1941,5231,4456,11.283
PHerc0826,fake_axis,2514,5215,4162,10.609
PHerc0826,fake_axis,3005,5149,3884,10.141
PHerc0826,fake_axis,3211,5185,3791,10.663
PHerc0826,fake_axis,3634,5159,3539,11.282
PHerc0826,fake_axis,3954,5103,3575,10.662
PHerc0826,fake_axis,4346,4973,3585,9.543
PHerc0826,fake_axis,4619,5004,3606,9.704
PHerc0826,fake_axis,5011,4777,4048,6.492
PHerc0826,fake_axis,5434,4792,4250,6.802
PHerc0826,fake_axis,5671,4854,4239,7.348
PHerc0826,fake_axis,5981,4777,4291,6.765
PHerc0826,fake_axis,6379,4384,4208,3.033
PHerc0826,fake_axis,6704,4141,4410,3.093
PHerc0826,fake_axis,6921,4001,4663,5.472
PHerc0826,fake_axis,7092,3800,4684,6.212
PHerc0826,fake_axis,7571,3154,4410,9.229
PHerc0826,fake_axis,7736,3391,4352,6.959
PHerc0826,fake_axis,7978,3324,4296,7.39
PHerc0826,fake_axis,8324,3314,4316,7.532
PHerc0826,fake_axis,8601,3461,4243,6.023
PHerc0826,fake_axis,8819,3396,4291,6.729
PHerc0826,fake_axis,9040,3346,4424,7.609
PHerc0826,fake_axis,9212,3476,4808,8.851
PHerc0826,fake_axis,9329,3517,5388,13.31
PHerc0826,fake_axis,9471,3492,5696,16.074
PHerc0826,fake_axis,9662,3517,5594,15.098
PHerc0826,fake_axis,9971,3602,5407,13.18
PHerc0826,fake_axis,10129,3602,5333,12.531
PHerc0826,fake_axis,10466,3659,5358,12.57
PHerc0826,fake_axis,10864,3744,5366,12.414
PHerc0826,fake_axis,11303,3785,5285,11.584
PHerc0826,fake_axis,11632,3870,5132,10.01
PHerc0826,fake_axis,11949,3927,5043,9.094
PHerc0826,fake_axis,12367,4029,4877,7.438
PHerc0826,fake_axis,12846,4118,4829,6.977
PHerc0826,fake_axis,13411,4216,4756,6.406
PHerc0826,fake_axis,13687,4247,4654,5.544
PHerc0826,fake_axis,13982,4298,4532,4.642
PHerc0826,fake_axis,14271,4460,4438,4.828
PHerc0826,fake_axis,14525,4511,4337,4.64
PHerc0826,fake_axis,14723,4577,4259,4.892
PHerc0826,fake_axis,14974,4653,4059,5.328
PHerc0826,fake_axis,15175,4744,3854,6.54
PHerc0826,fake_axis,15421,4599,3787,5.564
PHerc0332,argmax,2793,8469,8293,2.167
PHerc0332,argmax,2969,8491,8278,1.927
PHerc0332,argmax,3174,8512,8264,1.665
PHerc0332,argmax,3487,8534,8249,1.786
PHerc0332,argmax,3778,8556,8235,2.206
PHerc0332,argmax,4032,8592,8221,2.362
PHerc0332,argmax,4317,8604,8216,2.011
PHerc0332,argmax,4620,8592,8180,1.709
PHerc0332,argmax,4810,8560,8163,1.735
PHerc0332,argmax,5082,8556,8128,1.995
PHerc0332,argmax,5361,8554,8208,1.815
PHerc0332,argmax,5625,8547,8277,1.449
PHerc0332,argmax,5897,8549,8345,0.985
PHerc0332,argmax,6208,8530,8337,0.33
PHerc0332,argmax,6507,8512,8325,0.502
PHerc0332,argmax,6827,8519,8277,0.504
PHerc0332,argmax,7126,8460,8277,0.686
PHerc0332,argmax,7396,8450,8257,0.691
PHerc0332,argmax,7704,8377,8282,0.619
PHerc0332,argmax,7969,8310,8265,0.847
PHerc0332,argmax,8194,8286,8248,1.042
PHerc0332,argmax,8427,8231,8268,1.037
PHerc0332,argmax,8673,8209,8354,0.803
PHerc0332,argmax,8980,8236,8339,0.822
PHerc0332,argmax,9151,8300,8417,0.628
PHerc0332,argmax,9376,8296,8531,0.695
PHerc0332,argmax,9516,8183,8534,1.042
PHerc0332,argmax,9660,8122,8548,1.31
PHerc0332,argmax,9820,8144,8591,1.433
PHerc0332,argmax,10021,8202,8611,1.503
PHerc0332,argmax,10191,8261,8568,1.504
PHerc0332,argmax,10400,8273,8548,1.48
PHerc0332,argmax,10540,8286,8514,1.43
PHerc0332,argmax,10680,8368,8437,1.195
PHerc0332,argmax,10871,8364,8408,1.199
PHerc0332,argmax,11068,8385,8397,1.187
PHerc0332,argmax,11268,8332,8411,1.361
PHerc0332,argmax,11473,8314,8388,1.433
PHerc0332,argmax,11658,8284,8391,1.434
PHerc0332,argmax,11832,8240,8400,1.479
PHerc0332,argmax,12029,8207,8451,1.487
PHerc0332,argmax,12176,8283,8516,1.331
PHerc0332,argmax,12350,8274,8473,1.461
PHerc0332,argmax,12545,8289,8480,1.553
PHerc0332,argmax,12695,8268,8473,1.701
PHerc0332,argmax,12823,8253,8480,1.669
PHerc0332,argmax,13003,8204,8468,1.673
PHerc0332,argmax,13172,8215,8483,1.545
PHerc0332,argmax,13341,8179,8471,1.536
PHerc0332,argmax,13521,8158,8436,1.32
PHerc0332,argmax,13673,8160,8427,1.097
PHerc0332,argmax,13830,8096,8414,1.036
PHerc0332,argmax,13964,8097,8377,0.941
PHerc0332,argmax,14127,8114,8383,0.943
PHerc0332,argmax,14291,8094,8351,1.072
PHerc0332,argmax,14449,8105,8380,1.049
PHerc0332,argmax,14640,8097,8389,0.994
PHerc0332,argmax,14823,8130,8420,0.607
PHerc0332,argmax,14974,8129,8386,0.667
PHerc0332,argmax,15180,8111,8389,0.901
PHerc0332,argmax,15359,8088,8417,0.794
PHerc0332,argmax,15578,8111,8474,0.541
PHerc0332,argmax,15791,8163,8518,0.364
PHerc0332,argmax,15991,8199,8562,0.25
PHerc0332,argmax,16200,8235,8634,0.287
PHerc0332,argmax,16255,8218,8612,0.218
PHerc0332,argmax,16304,8254,8634,0.315
PHerc0332,argmax,16395,8202,8574,0.122
PHerc0332,argmax,16479,8179,8511,0.042
PHerc0332,argmax,16586,8130,8471,0.26
PHerc0332,argmax,16737,8072,8408,0.587
PHerc0332,argmax,16850,7986,8348,0.926
PHerc0332,argmax,16965,7909,8320,1.204
PHerc0332,argmax,17102,7845,8270,1.499
PHerc0332,argmax,17228,7765,8251,1.695
PHerc0332,argmax,17350,7666,8229,1.952
PHerc0332,argmax,17422,7531,8248,2.256
PHerc0332,argmax,17474,7448,8242,2.468
PHerc0332,argmax,17512,7443,8191,2.53
PHerc0332,argmax,17557,7357,8179,2.751
PHerc0332,argmax,17615,7292,8223,2.897
PHerc0332,argmax,17698,7237,8229,3.059
PHerc0332,argmax,17788,7229,8220,2.936
PHerc0332,argmax,17884,7237,8179,2.683
PHerc0332,argmax,18022,7264,8191,2.248
PHerc0332,argmax,18129,7287,8229,1.889
PHerc0332,argmax,18237,7308,8220,1.56
PHerc0332,argmax,18361,7335,8204,1.183
PHerc0332,argmax,18515,7405,8191,0.945
PHerc0332,argmax,18661,7501,8194,0.654
PHerc0332,argmax,18817,7531,8173,0.528
PHerc0332,argmax,18977,7576,8119,0.391
PHerc0332,argmax,19168,7615,8116,0.58
PHerc0332,argmax,19386,7648,8116,0.832
PHerc0332,argmax,19582,7650,8063,1.198
PHerc0332,argmax,19788,7655,8082,1.037
PHerc0332,argmax,19964,7663,8016,0.973
PHerc0332,argmax,20101,7677,7984,0.889
PHerc0332,argmax,20281,7697,8012,0.746
PHerc0332,argmax,20481,7705,8041,0.86
PHerc0332,argmax,20649,7691,8000,1.117
PHerc0332,argmax,20829,7667,8019,1.278
PHerc0332,argmax,21004,7663,8060,1.27
PHerc0332,argmax,21187,7664,8085,1.268
PHerc0332,argmax,21377,7681,8122,1.226
PHerc0332,argmax,21592,7727,8125,1.182
PHerc0332,argmax,21791,7757,8094,1.202
PHerc0332,argmax,21964,7786,8038,1.276
PHerc0332,argmax,22143,7910,7981,1.251
PHerc0332,argmax,22321,7984,7994,1.127
PHerc0332,argmax,22460,8096,8113,0.763
PHerc0332,argmax,22559,8223,8103,0.788
PHerc0332,argmax,22706,8281,8006,1.013
PHerc0332,argmax,22866,8282,7972,1.15
PHerc0332,argmax,23027,8249,7909,1.394
PHerc0332,argmax,23208,8182,7925,1.487
PHerc0332,argmax,23406,8152,8034,1.351
PHerc0332,argmax,23636,8141,8072,1.25
PHerc0332,argmax,23871,8152,8113,1.153
PHerc0332,argmax,24106,8182,8188,0.982
PHerc0332,argmax,24361,8218,8289,0.938
PHerc0332,argmax,24573,8270,8295,1.206
PHerc0332,argmax,24783,8331,8311,1.074
PHerc0332,argmax,25039,8339,8289,0.871
PHerc0332,argmax,25275,8303,8370,0.731
PHerc0332,argmax,25500,8279,8446,0.936
PHerc0332,argmax,25725,8190,8521,1.308
PHerc0332,argmax,25915,8113,8624,1.627
PHerc0332,argmax,26047,8099,8690,1.754
PHerc0332,argmax,26203,8056,8750,1.999
PHerc0332,argmax,26374,8162,8769,1.928
PHerc0332,argmax,26519,8245,8781,1.861
PHerc0332,argmax,26674,8328,8778,1.502
PHerc0332,argmax,26845,8430,8766,1.134
PHerc0332,argmax,27005,8450,8763,0.96
PHerc0332,argmax,27130,8546,8697,0.74
PHerc0332,argmax,27227,8686,8646,0.82
PHerc0332,argmax,27366,8753,8543,0.753
PHerc0332,argmax,27524,8755,8461,0.711
PHerc0332,argmax,27667,8791,8329,0.596
PHerc0332,argmax,27840,8795,8207,0.452
PHerc0332,argmax,28009,8673,8106,0.385
PHerc0332,argmax,28148,8582,8088,0.531
PHerc0332,argmax,28300,8565,8041,0.561
PHerc0332,argmax,28486,8566,8053,0.6
PHerc0332,argmax,28729,8609,8056,0.663
PHerc0332,argmax,28981,8645,8009,0.821
PHerc0332,argmax,29228,8678,8025,0.384
PHerc0332,argmax,29404,8720,8138,0.214
PHerc0332,argmax,29611,8750,8069,0.603
PHerc0332,argmax,29829,8811,8006,0.475
PHerc0332,argmax,30057,8891,7871,0.432
PHerc0332,argmax,30356,8918,7790,0.456
PHerc0332,argmax,30648,8929,7680,0.712
PHerc0332,centroid,2793,8469,8293,2.791
PHerc0332,centroid,2969,8491,8278,2.522
PHerc0332,centroid,3174,8512,8264,2.204
PHerc0332,centroid,3487,8534,8249,2.194
PHerc0332,centroid,3778,8556,8235,2.48
PHerc0332,centroid,4032,8592,8221,2.555
PHerc0332,centroid,4317,8604,8216,2.181
PHerc0332,centroid,4620,8592,8180,1.768
PHerc0332,centroid,4810,8560,8163,1.543
PHerc0332,centroid,5082,8556,8128,1.371
PHerc0332,centroid,5361,8554,8208,1.026
PHerc0332,centroid,5625,8547,8277,0.631
PHerc0332,centroid,5897,8549,8345,0.292
PHerc0332,centroid,6208,8530,8337,0.028
PHerc0332,centroid,6507,8512,8325,0.165
PHerc0332,centroid,6827,8519,8277,0.138
PHerc0332,centroid,7126,8460,8277,0.207
PHerc0332,centroid,7396,8450,8257,0.17
PHerc0332,centroid,7704,8377,8282,0.264
PHerc0332,centroid,7969,8310,8265,0.446
PHerc0332,centroid,8194,8286,8248,0.538
PHerc0332,centroid,8427,8231,8268,0.648
PHerc0332,centroid,8673,8209,8354,0.641
PHerc0332,centroid,8980,8236,8339,0.517
PHerc0332,centroid,9151,8300,8417,0.424
PHerc0332,centroid,9376,8296,8531,0.647
PHerc0332,centroid,9516,8183,8534,0.832
PHerc0332,centroid,9660,8122,8548,0.984
PHerc0332,centroid,9820,8144,8591,1.047
PHerc0332,centroid,10021,8202,8611,1.027
PHerc0332,centroid,10191,8261,8568,0.888
PHerc0332,centroid,10400,8273,8548,0.888
PHerc0332,centroid,10540,8286,8514,0.842
PHerc0332,centroid,10680,8368,8437,0.619
PHerc0332,centroid,10871,8364,8408,0.599
PHerc0332,centroid,11068,8385,8397,0.541
PHerc0332,centroid,11268,8332,8411,0.614
PHerc0332,centroid,11473,8314,8388,0.567
PHerc0332,centroid,11658,8284,8391,0.549
PHerc0332,centroid,11832,8240,8400,0.576
PHerc0332,centroid,12029,8207,8451,0.657
PHerc0332,centroid,12176,8283,8516,0.653
PHerc0332,centroid,12350,8274,8473,0.54
PHerc0332,centroid,12545,8289,8480,0.559
PHerc0332,centroid,12695,8268,8473,0.557
PHerc0332,centroid,12823,8253,8480,0.585
PHerc0332,centroid,13003,8204,8468,0.561
PHerc0332,centroid,13172,8215,8483,0.623
PHerc0332,centroid,13341,8179,8471,0.601
PHerc0332,centroid,13521,8158,8436,0.456
PHerc0332,centroid,13673,8160,8427,0.391
PHerc0332,centroid,13830,8096,8414,0.302
PHerc0332,centroid,13964,8097,8377,0.173
PHerc0332,centroid,14127,8114,8383,0.175
PHerc0332,centroid,14291,8094,8351,0.082
PHerc0332,centroid,14449,8105,8380,0.155
PHerc0332,centroid,14640,8097,8389,0.174
PHerc0332,centroid,14823,8130,8420,0.313
PHerc0332,centroid,14974,8129,8386,0.283
PHerc0332,centroid,15180,8111,8389,0.295
PHerc0332,centroid,15359,8088,8417,0.304
PHerc0332,centroid,15578,8111,8474,0.431
PHerc0332,centroid,15791,8163,8518,0.551
PHerc0332,centroid,15991,8199,8562,0.706
PHerc0332,centroid,16200,8235,8634,0.944
PHerc0332,centroid,16255,8218,8612,0.896
PHerc0332,centroid,16304,8254,8634,0.979
PHerc0332,centroid,16395,8202,8574,0.835
PHerc0332,centroid,16479,8179,8511,0.701
PHerc0332,centroid,16586,8130,8471,0.607
PHerc0332,centroid,16737,8072,8408,0.479
PHerc0332,centroid,16850,7986,8348,0.449
PHerc0332,centroid,16965,7909,8320,0.536
PHerc0332,centroid,17102,7845,8270,0.618
PHerc0332,centroid,17228,7765,8251,0.875
PHerc0332,centroid,17350,7666,8229,1.172
PHerc0332,centroid,17422,7531,8248,1.543
PHerc0332,centroid,17474,7448,8242,1.767
