scroll,estimator,z,published_x,published_y,error_mm
PHerc0332,centroid,17512,7443,8191,1.783
PHerc0332,centroid,17557,7357,8179,2.01
PHerc0332,centroid,17615,7292,8223,2.212
PHerc0332,centroid,17698,7237,8229,2.395
PHerc0332,centroid,17788,7229,8220,2.392
PHerc0332,centroid,17884,7237,8179,2.301
PHerc0332,centroid,18022,7264,8191,2.159
PHerc0332,centroid,18129,7287,8229,2.056
PHerc0332,centroid,18237,7308,8220,1.938
PHerc0332,centroid,18361,7335,8204,1.794
PHerc0332,centroid,18515,7405,8191,1.653
PHerc0332,centroid,18661,7501,8194,1.471
PHerc0332,centroid,18817,7531,8173,1.435
PHerc0332,centroid,18977,7576,8119,1.341
PHerc0332,centroid,19168,7615,8116,1.267
PHerc0332,centroid,19386,7648,8116,1.217
PHerc0332,centroid,19582,7650,8063,1.235
PHerc0332,centroid,19788,7655,8082,1.269
PHerc0332,centroid,19964,7663,8016,1.288
PHerc0332,centroid,20101,7677,7984,1.289
PHerc0332,centroid,20281,7697,8012,1.247
PHerc0332,centroid,20481,7705,8041,1.176
PHerc0332,centroid,20649,7691,8000,1.181
PHerc0332,centroid,20829,7667,8019,1.192
PHerc0332,centroid,21004,7663,8060,1.166
PHerc0332,centroid,21187,7664,8085,1.139
PHerc0332,centroid,21377,7681,8122,1.073
PHerc0332,centroid,21592,7727,8125,0.96
PHerc0332,centroid,21791,7757,8094,0.916
PHerc0332,centroid,21964,7786,8038,0.869
PHerc0332,centroid,22143,7910,7981,0.614
PHerc0332,centroid,22321,7984,7994,0.53
PHerc0332,centroid,22460,8096,8113,0.289
PHerc0332,centroid,22559,8223,8103,0.048
PHerc0332,centroid,22706,8281,8006,0.358
PHerc0332,centroid,22866,8282,7972,0.533
PHerc0332,centroid,23027,8249,7909,0.802
PHerc0332,centroid,23208,8182,7925,0.945
PHerc0332,centroid,23406,8152,8034,0.887
PHerc0332,centroid,23636,8141,8072,0.934
PHerc0332,centroid,23871,8152,8113,0.951
PHerc0332,centroid,24106,8182,8188,0.799
PHerc0332,centroid,24361,8218,8289,0.531
PHerc0332,centroid,24573,8270,8295,0.352
PHerc0332,centroid,24783,8331,8311,0.213
PHerc0332,centroid,25039,8339,8289,0.225
PHerc0332,centroid,25275,8303,8370,0.363
PHerc0332,centroid,25500,8279,8446,0.49
PHerc0332,centroid,25725,8190,8521,0.755
PHerc0332,centroid,25915,8113,8624,1.056
PHerc0332,centroid,26047,8099,8690,1.298
PHerc0332,centroid,26203,8056,8750,1.616
PHerc0332,centroid,26374,8162,8769,1.637
PHerc0332,centroid,26519,8245,8781,1.656
PHerc0332,centroid,26674,8328,8778,1.54
PHerc0332,centroid,26845,8430,8766,1.437
PHerc0332,centroid,27005,8450,8763,1.433
PHerc0332,centroid,27130,8546,8697,1.292
PHerc0332,centroid,27227,8686,8646,1.251
PHerc0332,centroid,27366,8753,8543,1.067
PHerc0332,centroid,27524,8755,8461,0.873
PHerc0332,centroid,27667,8791,8329,0.599
PHerc0332,centroid,27840,8795,8207,0.318
PHerc0332,centroid,28009,8673,8106,0.142
PHerc0332,centroid,28148,8582,8088,0.366
PHerc0332,centroid,28300,8565,8041,0.442
PHerc0332,centroid,28486,8566,8053,0.452
PHerc0332,centroid,28729,8609,8056,0.395
PHerc0332,centroid,28981,8645,8009,0.417
PHerc0332,centroid,29228,8678,8025,0.204
PHerc0332,centroid,29404,8720,8138,0.219
PHerc0332,centroid,29611,8750,8069,0.247
PHerc0332,centroid,29829,8811,8006,0.275
PHerc0332,centroid,30057,8891,7871,0.409
PHerc0332,centroid,30356,8918,7790,0.47
PHerc0332,centroid,30648,8929,7680,0.719
PHerc0332,plateau_centroid,2793,8469,8293,2.405
PHerc0332,plateau_centroid,2969,8491,8278,2.142
PHerc0332,plateau_centroid,3174,8512,8264,1.84
PHerc0332,plateau_centroid,3487,8534,8249,1.888
PHerc0332,plateau_centroid,3778,8556,8235,2.239
PHerc0332,plateau_centroid,4032,8592,8221,2.386
PHerc0332,plateau_centroid,4317,8604,8216,2.142
PHerc0332,plateau_centroid,4620,8592,8180,1.847
PHerc0332,plateau_centroid,4810,8560,8163,1.564
PHerc0332,plateau_centroid,5082,8556,8128,1.302
PHerc0332,plateau_centroid,5361,8554,8208,1.0
PHerc0332,plateau_centroid,5625,8547,8277,0.745
PHerc0332,plateau_centroid,5897,8549,8345,0.442
PHerc0332,plateau_centroid,6208,8530,8337,0.238
PHerc0332,plateau_centroid,6507,8512,8325,0.537
PHerc0332,plateau_centroid,6827,8519,8277,0.447
PHerc0332,plateau_centroid,7126,8460,8277,0.501
PHerc0332,plateau_centroid,7396,8450,8257,0.54
PHerc0332,plateau_centroid,7704,8377,8282,0.695
PHerc0332,plateau_centroid,7969,8310,8265,0.848
PHerc0332,plateau_centroid,8194,8286,8248,0.918
PHerc0332,plateau_centroid,8427,8231,8268,1.026
PHerc0332,plateau_centroid,8673,8209,8354,1.026
PHerc0332,plateau_centroid,8980,8236,8339,0.988
PHerc0332,plateau_centroid,9151,8300,8417,0.829
PHerc0332,plateau_centroid,9376,8296,8531,0.933
PHerc0332,plateau_centroid,9516,8183,8534,1.228
PHerc0332,plateau_centroid,9660,8122,8548,1.448
PHerc0332,plateau_centroid,9820,8144,8591,1.531
PHerc0332,plateau_centroid,10021,8202,8611,1.541
PHerc0332,plateau_centroid,10191,8261,8568,1.476
PHerc0332,plateau_centroid,10400,8273,8548,1.533
PHerc0332,plateau_centroid,10540,8286,8514,1.542
PHerc0332,plateau_centroid,10680,8368,8437,1.36
PHerc0332,plateau_centroid,10871,8364,8408,1.393
PHerc0332,plateau_centroid,11068,8385,8397,1.28
PHerc0332,plateau_centroid,11268,8332,8411,1.353
PHerc0332,plateau_centroid,11473,8314,8388,1.31
PHerc0332,plateau_centroid,11658,8284,8391,1.18
PHerc0332,plateau_centroid,11832,8240,8400,1.108
PHerc0332,plateau_centroid,12029,8207,8451,0.992
PHerc0332,plateau_centroid,12176,8283,8516,0.708
PHerc0332,plateau_centroid,12350,8274,8473,0.633
PHerc0332,plateau_centroid,12545,8289,8480,0.508
PHerc0332,plateau_centroid,12695,8268,8473,0.488
PHerc0332,plateau_centroid,12823,8253,8480,0.441
PHerc0332,plateau_centroid,13003,8204,8468,0.42
PHerc0332,plateau_centroid,13172,8215,8483,0.287
PHerc0332,plateau_centroid,13341,8179,8471,0.244
PHerc0332,plateau_centroid,13521,8158,8436,0.268
PHerc0332,plateau_centroid,13673,8160,8427,0.3
PHerc0332,plateau_centroid,13830,8096,8414,0.457
PHerc0332,plateau_centroid,13964,8097,8377,0.571
PHerc0332,plateau_centroid,14127,8114,8383,0.568
PHerc0332,plateau_centroid,14291,8094,8351,0.686
PHerc0332,plateau_centroid,14449,8105,8380,0.639
PHerc0332,plateau_centroid,14640,8097,8389,0.639
PHerc0332,plateau_centroid,14823,8130,8420,0.508
PHerc0332,plateau_centroid,14974,8129,8386,0.594
PHerc0332,plateau_centroid,15180,8111,8389,0.615
PHerc0332,plateau_centroid,15359,8088,8417,0.522
PHerc0332,plateau_centroid,15578,8111,8474,0.366
PHerc0332,plateau_centroid,15791,8163,8518,0.25
PHerc0332,plateau_centroid,15991,8199,8562,0.094
PHerc0332,plateau_centroid,16200,8235,8634,0.154
PHerc0332,plateau_centroid,16255,8218,8612,0.118
PHerc0332,plateau_centroid,16304,8254,8634,0.191
PHerc0332,plateau_centroid,16395,8202,8574,0.098
PHerc0332,plateau_centroid,16479,8179,8511,0.15
PHerc0332,plateau_centroid,16586,8130,8471,0.287
PHerc0332,plateau_centroid,16737,8072,8408,0.479
PHerc0332,plateau_centroid,16850,7986,8348,0.719
PHerc0332,plateau_centroid,16965,7909,8320,0.891
PHerc0332,plateau_centroid,17102,7845,8270,1.073
PHerc0332,plateau_centroid,17228,7765,8251,1.241
PHerc0332,plateau_centroid,17350,7666,8229,1.479
PHerc0332,plateau_centroid,17422,7531,8248,1.776
PHerc0332,plateau_centroid,17474,7448,8242,1.984
PHerc0332,plateau_centroid,17512,7443,8191,2.038
PHerc0332,plateau_centroid,17557,7357,8179,2.255
PHerc0332,plateau_centroid,17615,7292,8223,2.4
PHerc0332,plateau_centroid,17698,7237,8229,2.555
PHerc0332,plateau_centroid,17788,7229,8220,2.512
PHerc0332,plateau_centroid,17884,7237,8179,2.389
PHerc0332,plateau_centroid,18022,7264,8191,2.147
PHerc0332,plateau_centroid,18129,7287,8229,1.942
PHerc0332,plateau_centroid,18237,7308,8220,1.761
PHerc0332,plateau_centroid,18361,7335,8204,1.551
PHerc0332,plateau_centroid,18515,7405,8191,1.403
PHerc0332,plateau_centroid,18661,7501,8194,1.197
PHerc0332,plateau_centroid,18817,7531,8173,1.16
PHerc0332,plateau_centroid,18977,7576,8119,1.1
PHerc0332,plateau_centroid,19168,7615,8116,1.119
PHerc0332,plateau_centroid,19386,7648,8116,1.183
PHerc0332,plateau_centroid,19582,7650,8063,1.379
PHerc0332,plateau_centroid,19788,7655,8082,1.24
PHerc0332,plateau_centroid,19964,7663,8016,1.179
PHerc0332,plateau_centroid,20101,7677,7984,1.096
PHerc0332,plateau_centroid,20281,7697,8012,0.982
PHerc0332,plateau_centroid,20481,7705,8041,1.133
PHerc0332,plateau_centroid,20649,7691,8000,1.396
PHerc0332,plateau_centroid,20829,7667,8019,1.603
PHerc0332,plateau_centroid,21004,7663,8060,1.51
PHerc0332,plateau_centroid,21187,7664,8085,1.368
PHerc0332,plateau_centroid,21377,7681,8122,1.174
PHerc0332,plateau_centroid,21592,7727,8125,1.034
PHerc0332,plateau_centroid,21791,7757,8094,1.083
PHerc0332,plateau_centroid,21964,7786,8038,1.171
PHerc0332,plateau_centroid,22143,7910,7981,1.127
PHerc0332,plateau_centroid,22321,7984,7994,1.017
PHerc0332,plateau_centroid,22460,8096,8113,0.656
PHerc0332,plateau_centroid,22559,8223,8103,0.675
PHerc0332,plateau_centroid,22706,8281,8006,0.931
PHerc0332,plateau_centroid,22866,8282,7972,1.083
PHerc0332,plateau_centroid,23027,8249,7909,1.324
PHerc0332,plateau_centroid,23208,8182,7925,1.399
PHerc0332,plateau_centroid,23406,8152,8034,1.25
PHerc0332,plateau_centroid,23636,8141,8072,1.2
PHerc0332,plateau_centroid,23871,8152,8113,1.146
PHerc0332,plateau_centroid,24106,8182,8188,0.948
PHerc0332,plateau_centroid,24361,8218,8289,0.649
PHerc0332,plateau_centroid,24573,8270,8295,0.559
PHerc0332,plateau_centroid,24783,8331,8311,0.485
PHerc0332,plateau_centroid,25039,8339,8289,0.603
PHerc0332,plateau_centroid,25275,8303,8370,0.654
PHerc0332,plateau_centroid,25500,8279,8446,0.619
PHerc0332,plateau_centroid,25725,8190,8521,0.795
PHerc0332,plateau_centroid,25915,8113,8624,1.055
PHerc0332,plateau_centroid,26047,8099,8690,1.362
PHerc0332,plateau_centroid,26203,8056,8750,1.766
PHerc0332,plateau_centroid,26374,8162,8769,1.84
PHerc0332,plateau_centroid,26519,8245,8781,1.853
PHerc0332,plateau_centroid,26674,8328,8778,1.52
PHerc0332,plateau_centroid,26845,8430,8766,1.195
PHerc0332,plateau_centroid,27005,8450,8763,1.076
PHerc0332,plateau_centroid,27130,8546,8697,0.893
PHerc0332,plateau_centroid,27227,8686,8646,0.947
PHerc0332,plateau_centroid,27366,8753,8543,0.863
PHerc0332,plateau_centroid,27524,8755,8461,0.797
PHerc0332,plateau_centroid,27667,8791,8329,0.644
PHerc0332,plateau_centroid,27840,8795,8207,0.449
PHerc0332,plateau_centroid,28009,8673,8106,0.338
PHerc0332,plateau_centroid,28148,8582,8088,0.504
PHerc0332,plateau_centroid,28300,8565,8041,0.567
PHerc0332,plateau_centroid,28486,8566,8053,0.589
PHerc0332,plateau_centroid,28729,8609,8056,0.576
PHerc0332,plateau_centroid,28981,8645,8009,0.667
PHerc0332,plateau_centroid,29228,8678,8025,0.29
PHerc0332,plateau_centroid,29404,8720,8138,0.296
PHerc0332,plateau_centroid,29611,8750,8069,0.487
PHerc0332,plateau_centroid,29829,8811,8006,0.335
PHerc0332,plateau_centroid,30057,8891,7871,0.188
PHerc0332,plateau_centroid,30356,8918,7790,0.36
PHerc0332,plateau_centroid,30648,8929,7680,0.753
PHerc0332,plateau_nearest_centroid,2793,8469,8293,2.801
PHerc0332,plateau_nearest_centroid,2969,8491,8278,2.528
PHerc0332,plateau_nearest_centroid,3174,8512,8264,2.206
PHerc0332,plateau_nearest_centroid,3487,8534,8249,2.199
PHerc0332,plateau_nearest_centroid,3778,8556,8235,2.493
PHerc0332,plateau_nearest_centroid,4032,8592,8221,2.571
PHerc0332,plateau_nearest_centroid,4317,8604,8216,2.194
PHerc0332,plateau_nearest_centroid,4620,8592,8180,1.779
PHerc0332,plateau_nearest_centroid,4810,8560,8163,1.554
PHerc0332,plateau_nearest_centroid,5082,8556,8128,1.376
PHerc0332,plateau_nearest_centroid,5361,8554,8208,1.034
PHerc0332,plateau_nearest_centroid,5625,8547,8277,0.645
PHerc0332,plateau_nearest_centroid,5897,8549,8345,0.306
PHerc0332,plateau_nearest_centroid,6208,8530,8337,0.033
PHerc0332,plateau_nearest_centroid,6507,8512,8325,0.184
PHerc0332,plateau_nearest_centroid,6827,8519,8277,0.159
PHerc0332,plateau_nearest_centroid,7126,8460,8277,0.234
PHerc0332,plateau_nearest_centroid,7396,8450,8257,0.196
PHerc0332,plateau_nearest_centroid,7704,8377,8282,0.286
PHerc0332,plateau_nearest_centroid,7969,8310,8265,0.454
PHerc0332,plateau_nearest_centroid,8194,8286,8248,0.535
PHerc0332,plateau_nearest_centroid,8427,8231,8268,0.644
PHerc0332,plateau_nearest_centroid,8673,8209,8354,0.648
PHerc0332,plateau_nearest_centroid,8980,8236,8339,0.545
PHerc0332,plateau_nearest_centroid,9151,8300,8417,0.442
PHerc0332,plateau_nearest_centroid,9376,8296,8531,0.672
PHerc0332,plateau_nearest_centroid,9516,8183,8534,0.862
PHerc0332,plateau_nearest_centroid,9660,8122,8548,1.012
PHerc0332,plateau_nearest_centroid,9820,8144,8591,1.072
PHerc0332,plateau_nearest_centroid,10021,8202,8611,1.048
PHerc0332,plateau_nearest_centroid,10191,8261,8568,0.904
PHerc0332,plateau_nearest_centroid,10400,8273,8548,0.889
PHerc0332,plateau_nearest_centroid,10540,8286,8514,0.834
PHerc0332,plateau_nearest_centroid,10680,8368,8437,0.6
PHerc0332,plateau_nearest_centroid,10871,8364,8408,0.573
PHerc0332,plateau_nearest_centroid,11068,8385,8397,0.526
PHerc0332,plateau_nearest_centroid,11268,8332,8411,0.612
PHerc0332,plateau_nearest_centroid,11473,8314,8388,0.576
PHerc0332,plateau_nearest_centroid,11658,8284,8391,0.553
PHerc0332,plateau_nearest_centroid,11832,8240,8400,0.578
PHerc0332,plateau_nearest_centroid,12029,8207,8451,0.654
PHerc0332,plateau_nearest_centroid,12176,8283,8516,0.638
PHerc0332,plateau_nearest_centroid,12350,8274,8473,0.533
PHerc0332,plateau_nearest_centroid,12545,8289,8480,0.556
PHerc0332,plateau_nearest_centroid,12695,8268,8473,0.561
PHerc0332,plateau_nearest_centroid,12823,8253,8480,0.58
PHerc0332,plateau_nearest_centroid,13003,8204,8468,0.547
PHerc0332,plateau_nearest_centroid,13172,8215,8483,0.593
PHerc0332,plateau_nearest_centroid,13341,8179,8471,0.56
PHerc0332,plateau_nearest_centroid,13521,8158,8436,0.429
PHerc0332,plateau_nearest_centroid,13673,8160,8427,0.374
PHerc0332,plateau_nearest_centroid,13830,8096,8414,0.3
PHerc0332,plateau_nearest_centroid,13964,8097,8377,0.177
PHerc0332,plateau_nearest_centroid,14127,8114,8383,0.17
PHerc0332,plateau_nearest_centroid,14291,8094,8351,0.072
PHerc0332,plateau_nearest_centroid,14449,8105,8380,0.13
PHerc0332,plateau_nearest_centroid,14640,8097,8389,0.137
PHerc0332,plateau_nearest_centroid,14823,8130,8420,0.267
PHerc0332,plateau_nearest_centroid,14974,8129,8386,0.241
PHerc0332,plateau_nearest_centroid,15180,8111,8389,0.25
PHerc0332,plateau_nearest_centroid,15359,8088,8417,0.244
PHerc0332,plateau_nearest_centroid,15578,8111,8474,0.387
PHerc0332,plateau_nearest_centroid,15791,8163,8518,0.526
PHerc0332,plateau_nearest_centroid,15991,8199,8562,0.7
PHerc0332,plateau_nearest_centroid,16200,8235,8634,0.955
PHerc0332,plateau_nearest_centroid,16255,8218,8612,0.911
PHerc0332,plateau_nearest_centroid,16304,8254,8634,1.0
PHerc0332,plateau_nearest_centroid,16395,8202,8574,0.861
PHerc0332,plateau_nearest_centroid,16479,8179,8511,0.731
PHerc0332,plateau_nearest_centroid,16586,8130,8471,0.591
PHerc0332,plateau_nearest_centroid,16737,8072,8408,0.397
PHerc0332,plateau_nearest_centroid,16850,7986,8348,0.346
PHerc0332,plateau_nearest_centroid,16965,7909,8320,0.449
PHerc0332,plateau_nearest_centroid,17102,7845,8270,0.577
PHerc0332,plateau_nearest_centroid,17228,7765,8251,0.84
PHerc0332,plateau_nearest_centroid,17350,7666,8229,1.15
PHerc0332,plateau_nearest_centroid,17422,7531,8248,1.521
PHerc0332,plateau_nearest_centroid,17474,7448,8242,1.752
PHerc0332,plateau_nearest_centroid,17512,7443,8191,1.783
PHerc0332,plateau_nearest_centroid,17557,7357,8179,2.016
PHerc0332,plateau_nearest_centroid,17615,7292,8223,2.214
PHerc0332,plateau_nearest_centroid,17698,7237,8229,2.402
PHerc0332,plateau_nearest_centroid,17788,7229,8220,2.404
PHerc0332,plateau_nearest_centroid,17884,7237,8179,2.32
PHerc0332,plateau_nearest_centroid,18022,7264,8191,2.177
PHerc0332,plateau_nearest_centroid,18129,7287,8229,2.072
PHerc0332,plateau_nearest_centroid,18237,7308,8220,1.957
PHerc0332,plateau_nearest_centroid,18361,7335,8204,1.816
PHerc0332,plateau_nearest_centroid,18515,7405,8191,1.677
PHerc0332,plateau_nearest_centroid,18661,7501,8194,1.498
PHerc0332,plateau_nearest_centroid,18817,7531,8173,1.464
PHerc0332,plateau_nearest_centroid,18977,7576,8119,1.372
PHerc0332,plateau_nearest_centroid,19168,7615,8116,1.282
PHerc0332,plateau_nearest_centroid,19386,7648,8116,1.224
PHerc0332,plateau_nearest_centroid,19582,7650,8063,1.257
PHerc0332,plateau_nearest_centroid,19788,7655,8082,1.272
PHerc0332,plateau_nearest_centroid,19964,7663,8016,1.283
PHerc0332,plateau_nearest_centroid,20101,7677,7984,1.272
PHerc0332,plateau_nearest_centroid,20281,7697,8012,1.216
PHerc0332,plateau_nearest_centroid,20481,7705,8041,1.148
PHerc0332,plateau_nearest_centroid,20649,7691,8000,1.159
PHerc0332,plateau_nearest_centroid,20829,7667,8019,1.173
PHerc0332,plateau_nearest_centroid,21004,7663,8060,1.144
PHerc0332,plateau_nearest_centroid,21187,7664,8085,1.115
PHerc0332,plateau_nearest_centroid,21377,7681,8122,1.049
PHerc0332,plateau_nearest_centroid,21592,7727,8125,0.936
PHerc0332,plateau_nearest_centroid,21791,7757,8094,0.888
PHerc0332,plateau_nearest_centroid,21964,7786,8038,0.849
PHerc0332,plateau_nearest_centroid,22143,7910,7981,0.628
PHerc0332,plateau_nearest_centroid,22321,7984,7994,0.56
PHerc0332,plateau_nearest_centroid,22460,8096,8113,0.286
PHerc0332,plateau_nearest_centroid,22559,8223,8103,0.109
PHerc0332,plateau_nearest_centroid,22706,8281,8006,0.394
PHerc0332,plateau_nearest_centroid,22866,8282,7972,0.562
PHerc0332,plateau_nearest_centroid,23027,8249,7909,0.83
PHerc0332,plateau_nearest_centroid,23208,8182,7925,0.971
PHerc0332,plateau_nearest_centroid,23406,8152,8034,0.909
PHerc0332,plateau_nearest_centroid,23636,8141,8072,0.951
PHerc0332,plateau_nearest_centroid,23871,8152,8113,0.962
PHerc0332,plateau_nearest_centroid,24106,8182,8188,0.803
PHerc0332,plateau_nearest_centroid,24361,8218,8289,0.522
PHerc0332,plateau_nearest_centroid,24573,8270,8295,0.331
PHerc0332,plateau_nearest_centroid,24783,8331,8311,0.184
PHerc0332,plateau_nearest_centroid,25039,8339,8289,0.2
PHerc0332,plateau_nearest_centroid,25275,8303,8370,0.346
PHerc0332,plateau_nearest_centroid,25500,8279,8446,0.469
PHerc0332,plateau_nearest_centroid,25725,8190,8521,0.727
PHerc0332,plateau_nearest_centroid,25915,8113,8624,1.024
PHerc0332,plateau_nearest_centroid,26047,8099,8690,1.272
PHerc0332,plateau_nearest_centroid,26203,8056,8750,1.597
PHerc0332,plateau_nearest_centroid,26374,8162,8769,1.623
PHerc0332,plateau_nearest_centroid,26519,8245,8781,1.644
PHerc0332,plateau_nearest_centroid,26674,8328,8778,1.523
PHerc0332,plateau_nearest_centroid,26845,8430,8766,1.412
PHerc0332,plateau_nearest_centroid,27005,8450,8763,1.403
PHerc0332,plateau_nearest_centroid,27130,8546,8697,1.255
PHerc0332,plateau_nearest_centroid,27227,8686,8646,1.221
PHerc0332,plateau_nearest_centroid,27366,8753,8543,1.052
PHerc0332,plateau_nearest_centroid,27524,8755,8461,0.875
PHerc0332,plateau_nearest_centroid,27667,8791,8329,0.616
PHerc0332,plateau_nearest_centroid,27840,8795,8207,0.343
PHerc0332,plateau_nearest_centroid,28009,8673,8106,0.146
PHerc0332,plateau_nearest_centroid,28148,8582,8088,0.379
PHerc0332,plateau_nearest_centroid,28300,8565,8041,0.466
PHerc0332,plateau_nearest_centroid,28486,8566,8053,0.48
PHerc0332,plateau_nearest_centroid,28729,8609,8056,0.407
PHerc0332,plateau_nearest_centroid,28981,8645,8009,0.411
PHerc0332,plateau_nearest_centroid,29228,8678,8025,0.2
PHerc0332,plateau_nearest_centroid,29404,8720,8138,0.21
PHerc0332,plateau_nearest_centroid,29611,8750,8069,0.246
PHerc0332,plateau_nearest_centroid,29829,8811,8006,0.281
PHerc0332,plateau_nearest_centroid,30057,8891,7871,0.409
PHerc0332,plateau_nearest_centroid,30356,8918,7790,0.455
PHerc0332,plateau_nearest_centroid,30648,8929,7680,0.712
PHerc0332,argmax+hampel,3487,8534,8249,1.786
PHerc0332,argmax+hampel,3778,8556,8235,2.206
PHerc0332,argmax+hampel,4032,8592,8221,2.362
PHerc0332,argmax+hampel,4317,8604,8216,2.011
PHerc0332,argmax+hampel,4620,8592,8180,1.653
PHerc0332,argmax+hampel,4810,8560,8163,1.505
PHerc0332,argmax+hampel,5082,8556,8128,1.461
PHerc0332,argmax+hampel,5361,8554,8208,1.345
PHerc0332,argmax+hampel,5625,8547,8277,1.243
PHerc0332,argmax+hampel,5897,8549,8345,1.132
PHerc0332,argmax+hampel,6208,8530,8337,0.975
PHerc0332,argmax+hampel,6507,8512,8325,0.842
PHerc0332,argmax+hampel,6827,8519,8277,0.823
PHerc0332,argmax+hampel,7126,8460,8277,0.686
PHerc0332,argmax+hampel,7396,8450,8257,0.691
PHerc0332,argmax+hampel,7704,8377,8282,0.619
PHerc0332,argmax+hampel,7969,8310,8265,0.847
PHerc0332,argmax+hampel,8194,8286,8248,1.042
PHerc0332,argmax+hampel,8427,8231,8268,1.037
PHerc0332,argmax+hampel,8673,8209,8354,0.803
PHerc0332,argmax+hampel,8980,8236,8339,0.822
PHerc0332,argmax+hampel,9151,8300,8417,0.628
PHerc0332,argmax+hampel,9376,8296,8531,0.695
PHerc0332,argmax+hampel,9516,8183,8534,1.042
PHerc0332,argmax+hampel,9660,8122,8548,1.31
PHerc0332,argmax+hampel,9820,8144,8591,1.433
PHerc0332,argmax+hampel,10021,8202,8611,1.503
PHerc0332,argmax+hampel,10191,8261,8568,1.504
PHerc0332,argmax+hampel,10400,8273,8548,1.48
PHerc0332,argmax+hampel,10540,8286,8514,1.43
PHerc0332,argmax+hampel,10680,8368,8437,1.195
PHerc0332,argmax+hampel,10871,8364,8408,1.199
PHerc0332,argmax+hampel,11068,8385,8397,1.187
PHerc0332,argmax+hampel,11268,8332,8411,1.361
PHerc0332,argmax+hampel,11473,8314,8388,1.433
PHerc0332,argmax+hampel,11658,8284,8391,1.434
PHerc0332,argmax+hampel,11832,8240,8400,1.479
PHerc0332,argmax+hampel,12029,8207,8451,1.487
PHerc0332,argmax+hampel,12176,8283,8516,1.331
PHerc0332,argmax+hampel,12350,8274,8473,1.461
PHerc0332,argmax+hampel,12545,8289,8480,1.553
PHerc0332,argmax+hampel,12695,8268,8473,1.701
PHerc0332,argmax+hampel,12823,8253,8480,1.669
PHerc0332,argmax+hampel,13003,8204,8468,1.673
PHerc0332,argmax+hampel,13172,8215,8483,1.545
PHerc0332,argmax+hampel,13341,8179,8471,1.536
PHerc0332,argmax+hampel,13521,8158,8436,1.32
PHerc0332,argmax+hampel,13673,8160,8427,1.097
PHerc0332,argmax+hampel,13830,8096,8414,1.036
PHerc0332,argmax+hampel,13964,8097,8377,0.941
PHerc0332,argmax+hampel,14127,8114,8383,0.943
PHerc0332,argmax+hampel,14291,8094,8351,1.072
PHerc0332,argmax+hampel,14449,8105,8380,1.049
PHerc0332,argmax+hampel,14640,8097,8389,1.059
PHerc0332,argmax+hampel,14823,8130,8420,0.838
PHerc0332,argmax+hampel,14974,8129,8386,0.814
PHerc0332,argmax+hampel,15180,8111,8389,0.732
PHerc0332,argmax+hampel,15359,8088,8417,0.624
PHerc0332,argmax+hampel,15578,8111,8474,0.394
PHerc0332,argmax+hampel,15791,8163,8518,0.305
PHerc0332,argmax+hampel,15991,8199,8562,0.25
PHerc0332,argmax+hampel,16200,8235,8634,0.287
PHerc0332,argmax+hampel,16255,8218,8612,0.218
PHerc0332,argmax+hampel,16304,8254,8634,0.315
PHerc0332,argmax+hampel,16395,8202,8574,0.122
PHerc0332,argmax+hampel,16479,8179,8511,0.042
PHerc0332,argmax+hampel,16586,8130,8471,0.129
PHerc0332,argmax+hampel,16737,8072,8408,0.266
PHerc0332,argmax+hampel,16850,7986,8348,0.45
PHerc0332,argmax+hampel,16965,7909,8320,0.569
PHerc0332,argmax+hampel,17102,7845,8270,0.695
PHerc0332,argmax+hampel,17228,7765,8251,0.805
PHerc0332,argmax+hampel,17350,7666,8229,0.965
PHerc0332,argmax+hampel,17422,7531,8248,1.189
PHerc0332,argmax+hampel,17474,7448,8242,1.351
PHerc0332,argmax+hampel,17512,7443,8191,1.39
PHerc0332,argmax+hampel,17557,7357,8179,1.566
PHerc0332,argmax+hampel,17615,7292,8223,1.645
PHerc0332,argmax+hampel,17698,7237,8229,1.724
PHerc0332,argmax+hampel,17788,7229,8220,1.701
PHerc0332,argmax+hampel,17884,7237,8179,1.662
PHerc0332,argmax+hampel,18022,7264,8191,1.518
PHerc0332,argmax+hampel,18129,7287,8229,1.382
PHerc0332,argmax+hampel,18237,7308,8220,1.283
PHerc0332,argmax+hampel,18361,7335,8204,1.168
PHerc0332,argmax+hampel,18515,7405,8191,0.945
PHerc0332,argmax+hampel,18661,7501,8194,0.654
PHerc0332,argmax+hampel,18817,7531,8173,0.528
PHerc0332,argmax+hampel,18977,7576,8119,0.391
PHerc0332,argmax+hampel,19168,7615,8116,0.58
PHerc0332,argmax+hampel,19386,7648,8116,0.832
PHerc0332,argmax+hampel,19582,7650,8063,1.198
PHerc0332,argmax+hampel,19788,7655,8082,1.037
PHerc0332,argmax+hampel,19964,7663,8016,0.973
PHerc0332,argmax+hampel,20101,7677,7984,0.889
PHerc0332,argmax+hampel,20281,7697,8012,0.746
PHerc0332,argmax+hampel,20481,7705,8041,0.86
PHerc0332,argmax+hampel,20649,7691,8000,1.117
PHerc0332,argmax+hampel,20829,7667,8019,1.278
PHerc0332,argmax+hampel,21004,7663,8060,1.27
PHerc0332,argmax+hampel,21187,7664,8085,1.268
PHerc0332,argmax+hampel,21377,7681,8122,1.226
PHerc0332,argmax+hampel,21592,7727,8125,1.182
PHerc0332,argmax+hampel,21791,7757,8094,1.202
