scroll,z,k,seed,cell,x,y,inside
PHerc0268,10862,6,20277777,b,6353.521002777561,8108.7791572919505,1
PHerc0268,10862,6,20277777,c,6410.433081864735,7420.212521109336,1
PHerc0268,10862,6,20277777,d,6492.051976909238,7910.057414789758,1
PHerc0268,10862,7,20278777,a,6527.445929167117,7399.445119770948,1
PHerc0268,10862,7,20278777,b,6451.445929167117,7818.445119770948,1
PHerc0268,10862,7,20278777,c,6526.7249992251445,7399.802804222285,1
PHerc0268,10862,7,20278777,d,6810.762073277896,7798.659195382451,1
PHerc0268,10862,8,20279777,a,6655.444802237255,7420.755832033861,1
PHerc0268,10862,8,20279777,b,6316.444802237255,8111.755832033861,1
PHerc0268,10862,8,20279777,c,6654.9337032295125,7420.084941288185,1
PHerc0268,10862,8,20279777,d,6499.880560886298,8010.009450885368,1
PHerc0268,10862,9,20280777,a,6564.164109511697,7419.145371975561,1
PHerc0268,10862,9,20280777,b,6437.164109511697,7789.145371975561,1
PHerc0268,10862,9,20280777,c,6564.7252838743325,7419.1017852785235,1
PHerc0268,10862,9,20280777,d,6851.682000798033,7705.504790867973,1
PHerc0268,10862,10,20281777,a,6484.260428078899,7375.291827061772,1
PHerc0268,10862,10,20281777,b,6851.260428078899,7725.291827061772,1
PHerc0268,10862,10,20281777,c,6484.795450324953,7374.960331915393,1
PHerc0268,10862,10,20281777,d,6851.795450324953,7724.960331915393,1
PHerc0268,10862,11,20282777,a,6586.874237331863,7351.089751988602,1
PHerc0268,10862,11,20282777,b,6489.874237331863,7945.089751988602,1
PHerc0268,10862,11,20282777,c,6587.554206564554,7351.160949502585,1
PHerc0268,10862,11,20282777,d,6375.630571246957,8170.096261154928,1
PHerc0268,10862,12,20283777,a,6379.762650647081,7388.858097175703,1
PHerc0268,10862,12,20283777,b,6509.762650647081,7924.858097175703,1
PHerc0268,10862,12,20283777,c,6585.4344449293685,7429.041712934747,1
PHerc0268,10862,12,20283777,d,6510.12553582954,7926.072111630166,1
PHerc0268,10862,13,20284777,a,6499.108102170554,7406.813308017176,1
PHerc0268,10862,13,20284777,b,6844.108102170554,7717.813308017176,1
PHerc0268,10862,13,20284777,c,6498.868195826177,7407.642362647441,1
PHerc0268,10862,13,20284777,d,6844.356059648131,7718.5961428604,1
PHerc0268,10862,14,20285777,a,6488.972943770108,7385.172475873328,1
PHerc0268,10862,14,20285777,b,6742.972943770108,7511.172475873328,1
PHerc0268,10862,14,20285777,c,6488.372343638818,7385.685537190834,1
PHerc0268,10862,14,20285777,d,6426.023161041262,7762.171589540434,1
PHerc0268,10862,15,20286777,a,6492.616298892489,7399.526445487175,1
PHerc0268,10862,15,20286777,b,6253.616298892489,8140.526445487176,1
PHerc0268,10862,15,20286777,c,6492.616298892489,7399.526445487175,1
PHerc0268,10862,15,20286777,d,6253.808464503327,8140.933575561932,1
PHerc0268,10862,16,20287777,a,6463.167134844477,7422.615134649141,1
PHerc0268,10862,16,20287777,b,6478.167134844477,7933.615134649141,1
PHerc0268,10862,16,20287777,c,6488.003048071982,7415.6565117241025,1
PHerc0268,10862,16,20287777,d,6838.533051081068,7754.711583447682,1
PHerc0268,10862,17,20288777,a,6463.766221321155,7404.144883109621,1
PHerc0268,10862,17,20288777,b,6483.766221321155,7907.14488310962,1
PHerc0268,10862,17,20288777,c,6462.984141257263,7404.426323310515,1
PHerc0268,10862,17,20288777,d,6483.8836422547865,7907.737587644598,1
PHerc0268,10862,18,20289777,a,6202.512507559863,7571.14039696979,1
PHerc0268,10862,18,20289777,b,6505.512507559863,7958.140396969789,1
PHerc0268,10862,18,20289777,c,6379.44505167975,7410.228580588738,1
PHerc0268,10862,18,20289777,d,6505.937077945749,7958.291257019148,1
PHerc0268,10862,19,20290777,a,6536.238872326252,7416.466229738654,1
PHerc0268,10862,19,20290777,b,6367.238872326252,8172.466229738654,1
PHerc0268,10862,19,20290777,c,6536.635086752661,7416.432878468684,1
PHerc0268,10862,19,20290777,d,6366.960662786494,8173.191818086518,1
PHerc0268,11292,0,20272207,a,6743.131191115274,7584.562238055175,1
PHerc0268,11292,0,20272207,b,6417.131191115274,7796.562238055175,1
PHerc0268,11292,0,20272207,c,6743.131191115274,7584.562238055175,1
PHerc0268,11292,0,20272207,d,6417.131191115274,7796.562238055175,1
PHerc0268,11292,1,20273207,a,6728.909652846372,7528.23834730317,1
PHerc0268,11292,1,20273207,b,6440.909652846372,7802.23834730317,1
PHerc0268,11292,1,20273207,c,6728.405024877904,7527.067314409732,1
PHerc0268,11292,1,20273207,d,6719.405024877904,7516.067314409732,1
PHerc0268,11292,2,20274207,a,5630.598661880572,6799.531155411975,1
PHerc0268,11292,2,20274207,b,6603.598661880572,7534.531155411975,1
PHerc0268,11292,2,20274207,c,6682.473444043256,7633.365409494151,1
PHerc0268,11292,2,20274207,d,6603.473444043256,7534.365409494151,1
PHerc0268,11292,3,20275207,a,6704.502025456823,7511.7840955552265,1
PHerc0268,11292,3,20275207,b,6683.502025456823,7505.7840955552265,1
PHerc0268,11292,3,20275207,c,6732.163066849652,7678.835284571818,1
PHerc0268,11292,3,20275207,d,6529.615881864483,7463.93745720675,1
PHerc0268,11292,4,20276207,a,6714.65759668671,7594.945955637096,1
PHerc0268,11292,4,20276207,b,6355.65759668671,7388.945955637096,1
PHerc0268,11292,4,20276207,c,6714.600233164775,7594.304364265436,1
PHerc0268,11292,4,20276207,d,6609.223748074394,7497.400591008425,1
PHerc0268,11292,5,20277207,a,6733.713737096921,7578.957084013124,1
PHerc0268,11292,5,20277207,b,6422.713737096921,7813.957084013124,1
PHerc0268,11292,5,20277207,c,6734.277482937723,7578.470008622114,1
PHerc0268,11292,5,20277207,d,6242.277482937723,7885.470008622114,1
PHerc0268,11292,6,20278207,a,6733.413768032318,7523.601669420885,1
PHerc0268,11292,6,20278207,b,6412.413768032318,7482.601669420885,1
PHerc0268,11292,6,20278207,c,6733.625647725821,7523.254020978215,1
PHerc0268,11292,6,20278207,d,6721.58638613056,7518.6360888496765,1
PHerc0268,11292,7,20279207,a,6761.039288459628,7594.34351670837,1
PHerc0268,11292,7,20279207,b,6295.039288459628,7386.34351670837,1
PHerc0268,11292,7,20279207,c,6762.494505672258,7580.763128419693,1
PHerc0268,11292,7,20279207,d,6295.039288459628,7386.34351670837,1
PHerc0268,11292,8,20280207,a,6726.968656970127,7587.699808477806,1
PHerc0268,11292,8,20280207,b,6504.968656970127,7511.699808477806,1
PHerc0268,11292,8,20280207,c,6398.937512696257,7302.601641124305,1
PHerc0268,11292,8,20280207,d,6504.968656970127,7511.699808477806,1
PHerc0268,11292,9,20281207,a,6596.902964203663,7506.544777399709,1
PHerc0268,11292,9,20281207,b,6596.902964203663,7506.544777399709,1
PHerc0268,11292,9,20281207,c,6596.902964203663,7506.544777399709,1
PHerc0268,11292,9,20281207,d,6596.902964203663,7506.544777399709,1
PHerc0268,11292,10,20282207,a,6667.050674009987,7548.186271142579,1
PHerc0268,11292,10,20282207,b,6070.050674009987,7905.186271142579,1
PHerc0268,11292,10,20282207,c,6684.5822646816205,7607.460580396833,1
PHerc0268,11292,10,20282207,d,6255.026279922209,7846.449998956118,1
PHerc0268,11292,11,20283207,a,5750.93228349746,6727.870882234385,1
PHerc0268,11292,11,20283207,b,6685.93228349746,7516.870882234385,1
PHerc0268,11292,11,20283207,c,6709.682687934484,7527.736674155579,1
PHerc0268,11292,11,20283207,d,6685.4969837274275,7517.244586195536,1
PHerc0268,11292,12,20284207,a,6712.402969851741,7502.764207739403,1
PHerc0268,11292,12,20284207,b,6521.402969851741,7515.764207739403,1
PHerc0268,11292,12,20284207,c,6712.402969851741,7502.764207739403,1
PHerc0268,11292,12,20284207,d,6521.402969851741,7515.764207739403,1
PHerc0268,11292,13,20285207,a,6720.403942571309,7553.247851382857,1
PHerc0268,11292,13,20285207,b,6719.403942571309,7548.247851382857,1
PHerc0268,11292,13,20285207,c,6720.976667546625,7553.932419683445,1
PHerc0268,11292,13,20285207,d,6719.976667546625,7548.932419683445,1
PHerc0268,11292,14,20286207,a,6685.077220477265,7531.917680034682,1
PHerc0268,11292,14,20286207,b,6475.077220477265,7499.917680034682,1
PHerc0268,11292,14,20286207,c,6684.433509858687,7531.013908787524,1
PHerc0268,11292,14,20286207,d,6475.077220477265,7499.917680034682,1
PHerc0268,11292,15,20287207,a,6680.201530116686,7565.716736452054,1
PHerc0268,11292,15,20287207,b,6515.201530116686,7500.716736452054,1
PHerc0268,11292,15,20287207,c,6680.201530116686,7565.716736452054,1
PHerc0268,11292,15,20287207,d,6678.403696362388,7583.091752546351,1
PHerc0268,11292,16,20288207,a,6645.498499681362,7510.636107946946,1
PHerc0268,11292,16,20288207,b,6645.498499681362,7510.636107946946,1
PHerc0268,11292,16,20288207,c,6706.93949186044,7530.5944240740755,1
PHerc0268,11292,16,20288207,d,6698.241852734846,7521.22673516191,1
PHerc0268,11292,17,20289207,a,6729.520629546609,7500.70546902891,1
PHerc0268,11292,17,20289207,b,6215.520629546609,7936.70546902891,1
PHerc0268,11292,17,20289207,c,6733.593065426317,7504.9318069389865,1
PHerc0268,11292,17,20289207,d,6657.332980446435,7494.156377137178,1
PHerc0268,11292,18,20290207,a,6704.235950747041,7555.469065399159,1
PHerc0268,11292,18,20290207,b,6510.235950747041,7506.469065399159,1
PHerc0268,11292,18,20290207,c,6704.801311552458,7555.248650182197,1
PHerc0268,11292,18,20290207,d,6510.801311552458,7505.248650182197,1
PHerc0268,11292,19,20291207,a,6727.99811434306,7519.007433885404,1
PHerc0268,11292,19,20291207,b,6717.99811434306,7507.007433885404,1
PHerc0268,11292,19,20291207,c,6633.9010549477,7675.648143301783,1
PHerc0268,11292,19,20291207,d,6717.990317568812,7506.510577376089,1
PHerc0268,11723,0,20272638,a,6331.66918017793,7143.929001660436,1
PHerc0268,11723,0,20272638,b,6163.66918017793,7729.929001660436,1
PHerc0268,11723,0,20272638,c,6332.301751430128,7143.220899701496,1
PHerc0268,11723,0,20272638,d,6163.261328982621,7730.100202658466,1
PHerc0268,11723,1,20273638,a,6405.741162887794,7057.957307811514,1
PHerc0268,11723,1,20273638,b,6067.741162887794,7725.957307811514,1
PHerc0268,11723,1,20273638,c,6405.204068302535,7057.25688925205,1
PHerc0268,11723,1,20273638,d,6067.188103978425,7726.556748786282,1
PHerc0268,11723,2,20274638,a,6223.6289340432295,7198.323187011736,1
PHerc0268,11723,2,20274638,b,6053.6289340432295,7755.323187011736,1
PHerc0268,11723,2,20274638,c,6224.6285549581835,7196.693245071856,1
PHerc0268,11723,2,20274638,d,6053.3225203456495,7755.382242218225,1
PHerc0268,11723,3,20275638,a,6275.091628138197,7212.851943567999,1
PHerc0268,11723,3,20275638,b,6262.091628138197,7823.851943567999,1
PHerc0268,11723,3,20275638,c,6275.091628138197,7212.851943567999,1
PHerc0268,11723,3,20275638,d,6261.735441069764,7823.382890148678,1
PHerc0268,11723,4,20276638,a,6349.524908326158,6980.033043303414,1
PHerc0268,11723,4,20276638,b,6231.524908326158,7716.033043303414,1
PHerc0268,11723,4,20276638,c,6349.524908326158,6980.033043303414,1
PHerc0268,11723,4,20276638,d,6230.834695946781,7716.634020279261,1
PHerc0268,11723,5,20277638,a,6355.7364179517135,7211.654150585152,1
PHerc0268,11723,5,20277638,b,6067.7364179517135,7771.654150585152,1
PHerc0268,11723,5,20277638,c,6355.7364179517135,7211.654150585152,1
PHerc0268,11723,5,20277638,d,6209.136105251275,7723.757025164888,1
PHerc0268,11723,6,20278638,a,6275.528995416395,7200.244552043513,1
PHerc0268,11723,6,20278638,b,6081.528995416395,7756.244552043513,1
PHerc0268,11723,6,20278638,c,6275.528995416395,7200.244552043513,1
PHerc0268,11723,6,20278638,d,6081.410551275178,7755.725726987126,1
PHerc0268,11723,7,20279638,a,6313.208521295783,7181.3737768470055,1
PHerc0268,11723,7,20279638,b,6119.208521295783,7843.3737768470055,1
PHerc0268,11723,7,20279638,c,6313.797251610811,7181.071908706084,1
PHerc0268,11723,7,20279638,d,6140.083594296242,7799.1694914169475,1
PHerc0268,11723,8,20280638,a,6444.6382431425745,7114.568741414083,1
PHerc0268,11723,8,20280638,b,6232.6382431425745,7752.568741414083,1
PHerc0268,11723,8,20280638,c,6445.138738657115,7114.730173218897,1
PHerc0268,11723,8,20280638,d,6038.122594880835,7758.58231683635,1
PHerc0268,11723,9,20281638,a,6359.026672451012,6995.128878443015,1
PHerc0268,11723,9,20281638,b,6062.026672451012,7724.128878443015,1
PHerc0268,11723,9,20281638,c,6275.743951621499,7208.231386454477,1
PHerc0268,11723,9,20281638,d,6061.761643680103,7723.853255603638,1
PHerc0268,11723,10,20282638,a,6532.875862570957,7155.739889243096,1
PHerc0268,11723,10,20282638,b,6202.875862570957,7759.739889243096,1
PHerc0268,11723,10,20282638,c,6430.149387041045,7086.686715941518,1
PHerc0268,11723,10,20282638,d,6026.226395261633,7745.145026807586,1
PHerc0268,11723,11,20283638,a,6508.526708279694,7200.489854761194,1
PHerc0268,11723,11,20283638,b,6034.526708279694,7765.489854761194,1
PHerc0268,11723,11,20283638,c,6509.155609387519,7201.53826775554,1
PHerc0268,11723,11,20283638,d,6043.2872519083285,7761.3759377030065,1
PHerc0268,11723,12,20284638,a,6205.644830450339,7274.167114003836,1
PHerc0268,11723,12,20284638,b,6066.644830450339,7723.167114003836,1
PHerc0268,11723,12,20284638,c,6207.934117033278,7265.816136556438,1
PHerc0268,11723,12,20284638,d,6066.694081404877,7723.21523196465,1
PHerc0268,11723,13,20285638,a,6283.061236923222,7284.505670118576,1
PHerc0268,11723,13,20285638,b,6103.061236923222,7762.505670118576,1
PHerc0268,11723,13,20285638,c,6079.5569923950725,7198.985564651076,1
PHerc0268,11723,13,20285638,d,6102.781937636519,7762.6457867849485,1
PHerc0268,11723,14,20286638,a,6224.158651417076,7213.237631964785,1
PHerc0268,11723,14,20286638,b,6188.158651417076,7708.237631964785,1
PHerc0268,11723,14,20286638,c,6224.495196875143,7213.344528036833,1
PHerc0268,11723,14,20286638,d,6188.495196875143,7708.344528036833,1
PHerc0268,11723,15,20287638,a,6506.403440836699,6920.128996798016,1
PHerc0268,11723,15,20287638,b,6041.403440836699,7729.128996798016,1
PHerc0268,11723,15,20287638,c,6506.403440836699,6920.128996798016,1
PHerc0268,11723,15,20287638,d,6041.551722732284,7729.120495500828,1
PHerc0268,11723,16,20288638,a,6227.341267561068,7208.990070562532,1
PHerc0268,11723,16,20288638,b,6088.341267561068,7630.990070562532,1
PHerc0268,11723,16,20288638,c,6231.683788143745,7202.145631342745,1
PHerc0268,11723,16,20288638,d,6087.683788143745,7631.145631342745,1
PHerc0268,11723,17,20289638,a,6352.972386570752,7126.272222390752,1
PHerc0268,11723,17,20289638,b,6058.972386570752,7795.272222390752,1
PHerc0268,11723,17,20289638,c,6352.786557524927,7126.415461751481,1
PHerc0268,11723,17,20289638,d,6101.509679959416,7836.189355600236,1
PHerc0268,11723,18,20290638,a,6275.631469043765,7075.760259586755,1
PHerc0268,11723,18,20290638,b,6247.631469043765,7764.760259586755,1
PHerc0268,11723,18,20290638,c,6275.631469043765,7075.760259586755,1
PHerc0268,11723,18,20290638,d,6248.4086056088845,7766.631929022829,1
PHerc0268,11723,19,20291638,a,6561.60173026392,6914.991853837822,1
PHerc0268,11723,19,20291638,b,6207.60173026392,7768.991853837822,1
PHerc0268,11723,19,20291638,c,6259.127824593079,7163.177692278255,1
PHerc0268,11723,19,20291638,d,6207.70440723771,7769.3907512671985,1
PHerc0268,12153,0,20273068,a,6401.425723343609,6713.899155839292,1
PHerc0268,12153,0,20273068,b,6363.425723343609,7517.899155839292,1
PHerc0268,12153,0,20273068,c,6401.151247329153,6714.100104047336,1
PHerc0268,12153,0,20273068,d,6417.23913059985,7333.043599635797,1
PHerc0268,12153,1,20274068,a,6373.296033089449,6712.91942535443,1
PHerc0268,12153,1,20274068,b,6295.296033089449,7298.91942535443,1
PHerc0268,12153,1,20274068,c,6374.216745511048,6714.656397360446,1
PHerc0268,12153,1,20274068,d,6494.216745511048,6938.656397360446,1
PHerc0268,12153,2,20275068,a,6391.446237490526,6686.4756427083985,1
PHerc0268,12153,2,20275068,b,6379.446237490526,7598.4756427083985,1
PHerc0268,12153,2,20275068,c,6391.446237490526,6686.4756427083985,1
PHerc0268,12153,2,20275068,d,6293.789978227928,7259.63751178957,1
PHerc0268,12153,3,20276068,a,6446.552407082463,6759.841241068172,1
PHerc0268,12153,3,20276068,b,6391.552407082463,7229.841241068172,1
PHerc0268,12153,3,20276068,c,6446.616073500924,6759.216100524852,1
PHerc0268,12153,3,20276068,d,6391.84271603062,7229.899867720619,1
PHerc0268,12153,4,20277068,a,6422.4221470798275,6632.938888628447,1
PHerc0268,12153,4,20277068,b,6488.4221470798275,6891.938888628447,1
PHerc0268,12153,4,20277068,c,6453.4221470798275,6734.938888628447,1
PHerc0268,12153,4,20277068,d,6363.141634329282,7305.341844131693,1
PHerc0268,12153,5,20278068,a,6448.721854337214,6698.4684374603075,1
PHerc0268,12153,5,20278068,b,6360.721854337214,7279.4684374603075,1
PHerc0268,12153,5,20278068,c,6448.721854337214,6698.4684374603075,1
PHerc0268,12153,5,20278068,d,6361.059598388175,7278.6621129559035,1
PHerc0268,12153,6,20279068,a,6400.286156753373,6696.723514539633,1
PHerc0268,12153,6,20279068,b,6270.286156753373,7019.723514539633,1
PHerc0268,12153,6,20279068,c,6400.449436803634,6696.602385176879,1
PHerc0268,12153,6,20279068,d,6408.166711092589,7717.272142306874,1
PHerc0268,12153,7,20280068,a,6444.956864709703,6737.331453056469,1
PHerc0268,12153,7,20280068,b,6202.956864709703,7095.331453056469,1
PHerc0268,12153,7,20280068,c,6444.0425352046705,6738.649087175292,1
PHerc0268,12153,7,20280068,d,6201.410916268181,7109.8758839676875,1
PHerc0268,12153,8,20281068,a,6450.510797133232,6683.8988497003165,1
PHerc0268,12153,8,20281068,b,6308.510797133232,7294.8988497003165,1
PHerc0268,12153,8,20281068,c,6450.547435087608,6684.421664447014,1
PHerc0268,12153,8,20281068,d,6308.510797133232,7294.8988497003165,1
PHerc0268,12153,9,20282068,a,6362.816959557972,6664.198579607846,1
PHerc0268,12153,9,20282068,b,6361.816959557972,7178.198579607846,1
PHerc0268,12153,9,20282068,c,6361.673240619672,6663.862417831882,1
PHerc0268,12153,9,20282068,d,6433.517976855891,7253.565880306704,1
PHerc0268,12153,10,20283068,a,6445.321010602755,6635.129278750942,1
PHerc0268,12153,10,20283068,b,6380.321010602755,7293.129278750942,1
PHerc0268,12153,10,20283068,c,6415.480773005715,6693.249607781559,1
PHerc0268,12153,10,20283068,d,6268.546307151138,7236.183076845726,1
PHerc0268,12153,11,20284068,a,6375.4143998422705,6587.823038993383,1
PHerc0268,12153,11,20284068,b,6301.4143998422705,6735.823038993383,1
PHerc0268,12153,11,20284068,c,6375.4143998422705,6587.823038993383,1
PHerc0268,12153,11,20284068,d,6248.31143786496,7063.881671483551,1
PHerc0268,12153,12,20285068,a,6330.967350187304,6753.030432088129,1
PHerc0268,12153,12,20285068,b,6348.967350187304,7290.030432088129,1
PHerc0268,12153,12,20285068,c,6331.257950317871,6753.4102485402655,1
PHerc0268,12153,12,20285068,d,6348.333922104344,7290.412360514998,1
PHerc0268,12153,13,20286068,a,6359.418505770463,6676.303605213619,1
PHerc0268,12153,13,20286068,b,6379.418505770463,7296.303605213619,1
PHerc0268,12153,13,20286068,c,6359.401016455409,6675.841879354752,1
PHerc0268,12153,13,20286068,d,6509.470725708083,6934.6635077162555,1
PHerc0268,12153,14,20287068,a,6435.681290898416,6778.114712178673,1
PHerc0268,12153,14,20287068,b,6320.681290898416,7308.114712178673,1
PHerc0268,12153,14,20287068,c,6435.527244691732,6778.454196283269,1
PHerc0268,12153,14,20287068,d,6336.633824585795,7141.191508322053,1
PHerc0268,12153,15,20288068,a,6428.978061316148,6713.4997068710845,1
PHerc0268,12153,15,20288068,b,6513.978061316148,6889.4997068710845,1
PHerc0268,12153,15,20288068,c,6428.922065301417,6713.380574799554,1
PHerc0268,12153,15,20288068,d,6408.489633130388,7576.034802023413,1
PHerc0268,12153,16,20289068,a,6412.891875735485,6728.07182441055,1
PHerc0268,12153,16,20289068,b,6514.891875735485,6917.07182441055,1
PHerc0268,12153,16,20289068,c,6412.891875735485,6728.07182441055,1
PHerc0268,12153,16,20289068,d,6514.541504869987,6918.5210267102675,1
PHerc0268,12153,17,20290068,a,6342.449702854976,6642.6360120163545,1
PHerc0268,12153,17,20290068,b,6409.449702854976,6886.6360120163545,1
PHerc0268,12153,17,20290068,c,6342.696674215958,6642.571031878609,1
PHerc0268,12153,17,20290068,d,6178.969291090247,6952.167949845109,1
PHerc0268,12153,18,20291068,a,6366.4751409353785,6589.389880014291,1
PHerc0268,12153,18,20291068,b,6331.4751409353785,7193.389880014291,1
PHerc0268,12153,18,20291068,c,6366.066529825672,6588.638641581911,1
PHerc0268,12153,18,20291068,d,6410.066529825672,6888.638641581911,1
PHerc0268,12153,19,20292068,a,6439.825855124211,6733.473144750684,1
PHerc0268,12153,19,20292068,b,6320.825855124211,7158.473144750684,1
PHerc0268,12153,19,20292068,c,6440.107023116527,6733.558558666994,1
PHerc0268,12153,19,20292068,d,6420.107023116527,6903.558558666994,1
PHerc0268,12584,0,20273499,a,6328.68357407109,5990.38228451599,1
PHerc0268,12584,0,20273499,b,5989.68357407109,6844.38228451599,1
PHerc0268,12584,0,20273499,c,6327.780590794459,5990.316912772991,1
PHerc0268,12584,0,20273499,d,5989.782476396811,6844.646635207312,1
PHerc0268,12584,1,20274499,a,6369.732646343882,5959.5509796966135,1
PHerc0268,12584,1,20274499,b,6330.732646343882,6593.5509796966135,1
PHerc0268,12584,1,20274499,c,6370.28950916973,5959.631677386422,1
PHerc0268,12584,1,20274499,d,6380.342269612534,6752.621763100133,1
PHerc0268,12584,2,20275499,a,6330.882723603542,5984.131581459109,1
PHerc0268,12584,2,20275499,b,6279.882723603542,7004.131581459109,1
PHerc0268,12584,2,20275499,c,6330.055451033596,5984.262301290232,1
PHerc0268,12584,2,20275499,d,6280.399271391603,7004.005235364673,1
PHerc0268,12584,3,20276499,a,6324.907734269386,6013.919642933986,1
PHerc0268,12584,3,20276499,b,6235.907734269386,7006.919642933986,1
PHerc0268,12584,3,20276499,c,6324.856094215039,6013.147875950088,1
PHerc0268,12584,3,20276499,d,6236.16185898101,7006.984661773925,1
PHerc0268,12584,4,20277499,a,6334.277586033099,6023.266216726045,1
PHerc0268,12584,4,20277499,b,5808.277586033099,7618.266216726045,1
PHerc0268,12584,4,20277499,c,6334.277586033099,6023.266216726045,1
PHerc0268,12584,4,20277499,d,6249.509189131692,6933.200707034547,1
PHerc0268,12584,5,20278499,a,6328.047702959107,6022.8479710507045,1
PHerc0268,12584,5,20278499,b,6239.047702959107,6964.8479710507045,1
PHerc0268,12584,5,20278499,c,6328.921991812229,6022.710166639584,1
PHerc0268,12584,5,20278499,d,6463.5633400903125,6732.7915378537555,1
PHerc0268,12584,6,20279499,a,6354.7354823633095,5999.279954863898,1
PHerc0268,12584,6,20279499,b,5684.7354823633095,7474.279954863898,1
PHerc0268,12584,6,20279499,c,6354.282869086187,5999.5172420960635,1
PHerc0268,12584,6,20279499,d,6267.234094048194,6909.445659203227,1
PHerc0268,12584,7,20280499,a,6359.23950663525,5987.847895911262,1
PHerc0268,12584,7,20280499,b,6424.23950663525,6674.847895911262,1
PHerc0268,12584,7,20280499,c,6359.846271939591,5987.422019052108,1
PHerc0268,12584,7,20280499,d,6426.928316396267,6680.118791480533,1
PHerc0268,12584,8,20281499,a,6358.571084236409,6071.337981402179,1
PHerc0268,12584,8,20281499,b,6243.571084236409,6904.337981402179,1
PHerc0268,12584,8,20281499,c,6358.403727803133,6071.427170490216,1
PHerc0268,12584,8,20281499,d,6174.426647745382,7147.399512484387,1
PHerc0268,12584,9,20282499,a,6340.029272720272,6000.886910914451,1
PHerc0268,12584,9,20282499,b,6012.029272720272,7313.886910914451,1
PHerc0268,12584,9,20282499,c,6339.623656801227,6000.502192694412,1
PHerc0268,12584,9,20282499,d,6232.701852996244,6926.109913588195,1
PHerc0268,12584,10,20283499,a,6342.409533597433,5936.664483176382,1
PHerc0268,12584,10,20283499,b,6272.409533597433,6974.664483176382,1
PHerc0268,12584,10,20283499,c,6342.409533597433,5936.664483176382,1
PHerc0268,12584,10,20283499,d,5938.601107369734,7589.725358538074,1
PHerc0268,12584,11,20284499,a,6350.584528012264,5986.389963063555,1
PHerc0268,12584,11,20284499,b,6269.584528012264,6914.389963063555,1
PHerc0268,12584,11,20284499,c,6350.662092489449,5986.4402084045905,1
PHerc0268,12584,11,20284499,d,5734.551461979208,7776.624433762824,1
PHerc0268,12584,12,20285499,a,6334.157897618212,6058.964024244531,1
PHerc0268,12584,12,20285499,b,6476.157897618212,6752.964024244531,1
PHerc0268,12584,12,20285499,c,6334.157897618212,6058.964024244531,1
PHerc0268,12584,12,20285499,d,6475.802428452166,6753.340935323023,1
PHerc0268,12584,13,20286499,a,6352.1801397612235,5971.58883277755,1
PHerc0268,12584,13,20286499,b,6329.1801397612235,6738.58883277755,1
PHerc0268,12584,13,20286499,c,6352.1801397612235,5971.58883277755,1
PHerc0268,12584,13,20286499,d,5818.571083565592,7641.0180666842625,1
PHerc0268,12584,14,20287499,a,6319.936631465071,5929.4229628194635,1
PHerc0268,12584,14,20287499,b,6243.936631465071,6920.4229628194635,1
PHerc0268,12584,14,20287499,c,6319.955471341996,5929.3310929752215,1
PHerc0268,12584,14,20287499,d,5890.921962603451,7549.084513018339,1
PHerc0268,12584,15,20288499,a,6329.365769873398,5992.404997823448,1
PHerc0268,12584,15,20288499,b,6270.365769873398,6912.404997823448,1
PHerc0268,12584,15,20288499,c,6329.9219950129755,5992.485623162501,1
PHerc0268,12584,15,20288499,d,6270.299462149959,6912.6097362192395,1
PHerc0268,12584,16,20289499,a,6337.265223869552,5975.410591340063,1
PHerc0268,12584,16,20289499,b,6238.265223869552,6944.410591340063,1
PHerc0268,12584,16,20289499,c,6337.265223869552,5975.410591340063,1
PHerc0268,12584,16,20289499,d,6240.960281259019,6943.409929332115,1
PHerc0268,12584,17,20290499,a,6363.751837257553,5953.123439661118,1
PHerc0268,12584,17,20290499,b,6191.751837257553,6901.123439661118,1
PHerc0268,12584,17,20290499,c,6363.751837257553,5953.123439661118,1
PHerc0268,12584,17,20290499,d,5912.816967115057,6868.159135363024,1
PHerc0268,12584,18,20291499,a,6303.005632332615,5974.480351486957,1
PHerc0268,12584,18,20291499,b,5761.005632332615,7768.480351486957,1
PHerc0268,12584,18,20291499,c,6303.005632332615,5974.480351486957,1
PHerc0268,12584,18,20291499,d,5927.305443555025,7135.954306806749,1
PHerc0268,12584,19,20292499,a,6282.979209824635,6024.33007533387,1
PHerc0268,12584,19,20292499,b,5942.979209824635,7095.33007533387,1
PHerc0268,12584,19,20292499,c,6283.423001905855,6024.554431091809,1
PHerc0268,12584,19,20292499,d,5745.181080540783,7479.549760699006,1
PHerc0332,698,0,20261613,a,1820.9376377438118,1945.4904065620963,1
PHerc0332,698,0,20261613,b,1440.9376377438118,2094.4904065620963,1
PHerc0332,698,0,20261613,c,1820.9376377438118,1945.4904065620963,1
PHerc0332,698,0,20261613,d,2240.8522815682013,2103.993914541942,1
PHerc0332,698,1,20262613,a,1826.7283474998799,1971.2668519452855,1
PHerc0332,698,1,20262613,b,1805.7283474998799,1861.2668519452857,1
PHerc0332,698,1,20262613,c,1826.3660529257147,1971.3662903253523,1
PHerc0332,698,1,20262613,d,2241.240360413976,2104.646148388083,1
PHerc0332,698,2,20263613,a,1824.3540753902034,1990.6240683595925,1
PHerc0332,698,2,20263613,b,2244.3540753902034,2108.6240683595925,1
