section,distance_units,weighted_sum,weighted_mean
f1 spiral,90538.758,0.02250214442706424,0.5093211785909916
f1 spiral,98357.109,0.020713435605929368,0.5093217715884338
f1 spiral,106850.603,0.01906691594203722,0.5093222706139768
f1 spiral,116077.542,0.017551281649209736,0.5093226903036816
f1 spiral,126101.26,0.01615612774738613,0.5093230430324742
f1 spiral,136990.562,0.014871876556685516,0.5093233392623028
f1 spiral,148820.195,0.013689711888713471,0.5093235878367195
f1 spiral,161671.361,0.01260151847931771,0.5093237962301372
f1 spiral,175632.271,0.01159982624387427,0.5093239707587484
f1 spiral,190798.756,0.010677758969986635,0.509324116759003
f1 spiral,207274.923,0.009828987093484525,0.5093242387386429
f1 spiral,225173.867,0.00904768423206302,0.5093243405045063
f1 spiral,244618.449,0.00832848717702645,0.5093244252706823
f1 spiral,265742.142,0.0076664590675971575,0.5093244957500287
f1 spiral,288689.943,0.007057055494296442,0.5093245542316133
f1 spiral,313619.37,0.0064960932981674,0.5093246026462411
f1 spiral,340701.543,0.005979721851237203,0.5093246426218988
f1 spiral,370122.361,0.005504396620743056,0.5093246755306607
f1 spiral,402083.773,0.005066854835396982,0.5093247025283757
f1 spiral,436805.17,0.004664093086451676,0.5093247245882359
f1 spiral,474524.885,0.00429334670965556,0.5093247425291733
f1 spiral,515501.835,0.003952070806445076,0.5093247570398757
f1 spiral,560017.294,0.0036379227740019017,0.5093247686990959
f1 spiral,608376.825,0.0033487462241812978,0.5093247779928252
f1 spiral,660912.377,0.0030825561808682954,0.5093247853288106
f1 spiral,717984.565,0.002837525454106755,0.5093247910488282
f1 spiral,779985.144,0.0026119720974341204,0.509324795439053
f1 spiral,847339.699,0.0024043478622982365,0.5093247987388233
f1 spiral,920510.564,0.002213227570282741,0.5093248011480435
f1 spiral,1000000.0,0.002037299330172566,0.5093248028334357
circle 1:1,10.0,5.259984331488611,0.9999443748841497
circle 1:1,10.864,5.259848699767268,0.9999343569814437
circle 1:1,11.802,5.259698878541383,0.9999225350655883
circle 1:1,12.821,5.25953319266013,0.999908584280761
circle 1:1,13.928,5.259349740272581,0.9998921212599178
circle 1:1,15.131,5.259146358187648,0.9998726935765234
circle 1:1,16.437,5.258920581450202,0.9998497672898243
circle 1:1,17.857,5.258669596109458,0.9998227122369567
circle 1:1,19.399,5.258390183967382,0.999790784661257
circle 1:1,21.074,5.2580786578709855,0.9997531066900868
circle 1:1,22.894,5.2577307858463325,0.9997086420848731
circle 1:1,24.87,5.257341702055758,0.9996561675779204
circle 1:1,27.018,5.256905802184017,0.999594238981248
circle 1:1,29.351,5.2564166204124865,0.9995211510976985
circle 1:1,31.886,5.255866684610253,0.9994348902782674
circle 1:1,34.639,5.255247345741115,0.9993330782448356
circle 1:1,37.63,5.254548576737294,0.9992129055251321
circle 1:1,40.88,5.25375873520032,0.999071052514773
circle 1:1,44.41,5.252864283225863,0.9989035957734588
circle 1:1,48.245,5.251849456368321,0.9987058966564234
circle 1:1,52.411,5.250695872195276,0.9984724687457329
circle 1:1,56.937,5.249382066920333,0.9981968197308764
circle 1:1,61.854,5.247882946049967,0.9978712623196366
circle 1:1,67.195,5.246169131479458,0.9974866873187319
circle 1:1,72.998,5.24420618236058,0.9970322900117647
circle 1:1,79.301,5.241953659092428,0.9964952380463724
circle 1:1,86.149,5.239363986616027,0.9958602646528801
circle 1:1,93.589,5.236381050460054,0.9951091641695209
circle 1:1,101.67,5.232938418643884,0.9942201558478938
circle 1:1,110.45,5.228957009995322,0.993167063856016
circle 1:1,119.988,5.2243418987636705,0.9919182314204844
circle 1:1,130.349,5.218977711993104,0.9904350372796236
circle 1:1,141.605,5.212721666555359,0.9886698010808377
circle 1:1,153.833,5.2053925940035715,0.9865627348571114
circle 1:1,167.117,5.196753156085661,0.9840374036873949
circle 1:1,181.549,5.186480673149753,0.9809938984491196
circle 1:1,197.226,5.174119393684103,0.9772986589094617
circle 1:1,214.257,5.158760531568898,0.9727770372362533
circle 1:1,232.759,5.138563622561938,0.9672502903081789
circle 1:1,252.859,5.1133390840268484,0.9605520785509727
circle 1:1,274.694,5.083380612010535,0.9526472440717002
circle 1:1,298.415,5.0490444970809385,0.9438762918460695
circle 1:1,324.184,5.010429313923357,0.9348399864779976
circle 1:1,352.178,4.966413362534681,0.9248136002948587
circle 1:1,382.59,4.919798067711865,0.9141580867535639
circle 1:1,415.628,4.892697415932696,0.9069179587028364
circle 1:1,451.519,4.8605453990571075,0.8978430522354897
circle 1:1,490.51,4.7992177139542305,0.8868643437192658
circle 1:1,532.867,4.704454043099774,0.8692991033925785
circle 1:1,578.882,4.672475890864996,0.8626622164084843
circle 1:1,628.87,4.63080311284639,0.8540554957415089
circle 1:1,683.176,4.548421089009585,0.8408233265945398
circle 1:1,742.17,4.471694692719258,0.8274827379475621
circle 1:1,806.259,4.377201730216149,0.8097220026881824
circle 1:1,875.883,4.267715205293198,0.7893810070067584
circle 1:1,951.519,4.173208067132077,0.7708666927693516
circle 1:1,1033.686,4.032742724925553,0.7452958175353177
circle 1:1,1122.948,3.922901761257463,0.7269986628103775
circle 1:1,1219.919,3.8194453251831124,0.7136501858028813
circle 1:1,1325.263,3.6811009277341835,0.6922965645226364
circle 1:1,1439.705,3.525002815413988,0.6677284665172067
circle 1:1,1564.028,3.383520342755803,0.6469041013944589
circle 1:1,1699.088,3.216060990768889,0.6203143006318645
circle 1:1,1845.81,3.037228544842463,0.5895741217497829
circle 1:1,2005.203,2.8820954559494,0.5686317380414222
circle 1:1,2178.359,2.669068110597627,0.5370373360538453
circle 1:1,2366.468,2.4868861872669603,0.5146413848632002
circle 1:1,2570.822,2.2871412608980215,0.4872370197811623
circle 1:1,2792.821,2.070770733458114,0.45843094725831435
circle 1:1,3033.992,1.8670055695211134,0.4335806989455977
circle 1:1,3295.988,1.7112076797637268,0.422727607172112
circle 1:1,3580.608,1.5530854201050022,0.4434780957232426
circle 1:1,3889.807,1.3659017676937475,0.4548544925573497
circle 1:1,4225.706,1.2346278904168169,0.4627197700775452
circle 1:1,4590.611,1.1249642546553331,0.46914812573832254
circle 1:1,4987.027,1.0285487643870372,0.47435586542869096
circle 1:1,5417.675,0.942132368578358,0.47858491040559814
circle 1:1,5885.511,0.8639763499395645,0.48204135309839524
circle 1:1,6393.746,0.7929387127446461,0.4848862295022205
circle 1:1,6945.869,0.7281713288382192,0.4872433407675327
circle 1:1,7545.671,0.6689969300015887,0.48920810435108053
circle 1:1,8197.267,0.6148506871505582,0.4908546490711319
circle 1:1,8905.13,0.5652487108446156,0.49224112106862195
circle 1:1,9674.121,0.5197691580171058,0.4934135804647968
circle 1:1,10509.516,0.4780398631234602,0.49440885676783314
circle 1:1,11417.051,0.43972966317269363,0.4952566523399178
circle 1:1,12402.955,0.4045419853861752,0.4959811064507673
circle 1:1,13473.996,0.3722099154093008,0.4966019714109775
circle 1:1,14637.524,0.34249228751937194,0.4971355074985554
circle 1:1,15901.528,0.31517051095742793,0.4975951717971729
circle 1:1,17274.682,0.29004594474616274,0.4979921541561342
circle 1:1,18766.414,0.266937692496685,0.49833579834867753
circle 1:1,20386.962,0.24568072609584807,0.4986339360046699
circle 1:1,22147.451,0.22612427180417416,0.4988931535396102
circle 1:1,24059.963,0.2081304091074595,0.49911900709080836
circle 1:1,26137.629,0.1915728444802959,0.49931619673274374
circle 1:1,28394.708,0.1763358307305763,0.49948870852766
circle 1:1,30846.695,0.16231320885386996,0.4996399309711306
circle 1:1,33510.419,0.14940755401273054,0.49977275090870427
circle 1:1,36404.165,0.13752941081737535,0.499889632885691
circle 1:1,39547.798,0.1265966058260957,0.4999926850475886
circle 1:1,42962.894,0.11653362731891251,0.5000837140625515
circle 1:1,46672.896,0.10727106407768686,0.5001642710388483
circle 1:1,50703.27,0.09874509623959375,0.5002356900225823
circle 1:1,55081.682,0.09089703235913318,0.5002991203571288
circle 1:1,59838.186,0.0836728876766609,0.5003555539459092
circle 1:1,65005.431,0.07702299929394538,0.5004058482694966
circle 1:1,70618.886,0.07090167453387963,0.5004507458555416
circle 1:1,76717.084,0.06526686923851732,0.5004908907772619
circle 1:1,83341.883,0.06007989315738603,0.5005268426568804
circle 1:1,90538.758,0.055305139912344065,0.5005590885695447
circle 1:1,98357.109,0.05090983930838823,0.5005880531771522
circle 1:1,106850.603,0.04686383000145658,0.5006141073672007
circle 1:1,116077.542,0.04313935074201396,0.5006375756270147
circle 1:1,126101.26,0.03971084859306846,0.5006587423466301
circle 1:1,136990.562,0.03655480267804981,0.5006778572128502
circle 1:1,148820.195,0.033649562151503526,0.5006951398313505
circle 1:1,161671.361,0.030975197206892846,0.500710783692312
circle 1:1,175632.271,0.02851336204343955,0.5007249595771415
circle 1:1,190798.756,0.026247168809882433,0.500737818488819
circle 1:1,207274.923,0.024161071628939677,0.5007494941757767
circle 1:1,225173.867,0.022240759883481825,0.5007601053085926
circle 1:1,244618.449,0.020473060015069662,0.5007697573598154
circle 1:1,265742.142,0.018845845148526795,0.5007785442296792
circle 1:1,288689.943,0.017347951913379366,0.5007865496540698
circle 1:1,313619.37,0.01596910388496824,0.5007938484257008
circle 1:1,340701.543,0.014699841115390914,0.5008005074548723
circle 1:1,370122.361,0.013531455267640168,0.5008065866923049
circle 1:1,402083.773,0.012455929905798795,0.5008121399332512
circle 1:1,436805.17,0.011465885530287314,0.5008172155192815
circle 1:1,474524.885,0.01055452898026267,0.5008218569517693
circle 1:1,515501.835,0.009715606855615379,0.5008261034290817
circle 1:1,560017.294,0.008943362638857772,0.5008299903177547
circle 1:1,608376.825,0.008232497222760014,0.5008335495664702
circle 1:1,660912.377,0.007578132573073745,0.5008368100704065
circle 1:1,717984.565,0.006975778277262251,0.5008397979924629
circle 1:1,779985.144,0.006421300749994096,0.5008425370469538
circle 1:1,847339.699,0.005910894884400225,0.5008450487505895
circle 1:1,920510.564,0.005441057954873329,0.5008473526449
circle 1:1,1000000.0,0.005008565592625478,0.5008494664936832
