section,p,distance_units,weighted_sum,weighted_mean
f1 spiral,1.5,717984.565,3.348743800658195e-06,0.5093243151260091
f1 spiral,1.5,779985.144,2.9575022968486685e-06,0.509324356696218
f1 spiral,1.5,847339.699,2.611970457612152e-06,0.5093243943198648
f1 spiral,1.5,920510.564,2.3068079112325123e-06,0.5093244284087349
f1 spiral,1.5,1000000.0,2.0372982158989382e-06,0.5093244593269001
f1 spiral,2.0,10.0,0.009766348464024514,0.9684582568202242
f1 spiral,2.0,10.864,0.009770856821259326,0.9681886019563032
f1 spiral,2.0,11.802,0.009775790253192064,0.9678925811183321
f1 spiral,2.0,12.821,0.009781192112076433,0.9675673558861142
f1 spiral,2.0,13.928,0.009787110751395682,0.9672097396248363
f1 spiral,2.0,15.131,0.009793600202633456,0.9668161482797912
f1 spiral,2.0,16.437,0.00980072096031692,0.9663825433096406
f1 spiral,2.0,17.857,0.009808540895497856,0.9659043653791592
f1 spiral,2.0,19.399,0.009817136322144194,0.9653764571720417
f1 spiral,2.0,21.074,0.009826593246272513,0.9647929733713053
f1 spiral,2.0,22.894,0.009837008834355914,0.9641472754774969
f1 spiral,2.0,24.87,0.009848493145980079,0.9634318086789998
f1 spiral,2.0,27.018,0.009861171186410944,0.9626379574362843
f1 spiral,2.0,29.351,0.009875185348375557,0.9617558757705332
f1 spiral,2.0,31.886,0.009890698329884783,0.960774287428346
f1 spiral,2.0,34.639,0.009907896637631104,0.9596802500922864
f1 spiral,2.0,37.63,0.009926994815154976,0.9584588765759972
f1 spiral,2.0,40.88,0.009948240574071612,0.9570930044235223
f1 spiral,2.0,44.41,0.009971921058688537,0.9555628034489666
f1 spiral,2.0,48.245,0.00999837054432159,0.9538453084050248
f1 spiral,2.0,52.411,0.010027979964757064,0.9519138610258986
f1 spiral,2.0,56.937,0.010061208795189222,0.949737441977287
f1 spiral,2.0,61.854,0.01009859999929663,0.9472798685292347
f1 spiral,2.0,67.195,0.01014079900659994,0.9444988277290595
f1 spiral,2.0,72.998,0.010188578055184501,0.9413447070555253
f1 spiral,2.0,79.301,0.010242867771939291,0.9377591743768253
f1 spiral,2.0,86.149,0.01030479865779774,0.9336734456626411
f1 spiral,2.0,93.589,0.01037575634550519,0.9290061611009734
f1 spiral,2.0,101.67,0.010457456345648588,0.9236607662872017
f1 spiral,2.0,110.45,0.010552046908293445,0.9175222624042142
f1 spiral,2.0,119.988,0.010662253331011295,0.9104531439384548
f1 spiral,2.0,130.349,0.010791584858060102,0.9022882786015346
f1 spiral,2.0,141.605,0.010944638713056714,0.8928283926294133
f1 spiral,2.0,153.833,0.011127559615208237,0.881831691051252
f1 spiral,2.0,167.117,0.011348757205036964,0.8690029434060982
f1 spiral,2.0,181.549,0.011620069366892184,0.8539790617524424
f1 spiral,2.0,197.226,0.011958735025836272,0.8363097231143161
f1 spiral,2.0,214.257,0.012390925011077409,0.8154308259208328
f1 spiral,2.0,232.759,0.012958494450835826,0.7906273087872667
f1 spiral,2.0,252.859,0.013733022746806108,0.7609797123252872
f1 spiral,2.0,274.694,0.014848382629252983,0.7252851263156729
f1 spiral,2.0,298.415,0.016588563872451854,0.6819367770329743
f1 spiral,2.0,324.184,0.017048784742370728,0.6048060698705849
f1 spiral,2.0,352.178,0.01448785700458666,0.4763534489117888
f1 spiral,2.0,382.59,0.009098134995521489,0.28844793462954416
f1 spiral,2.0,415.628,0.007832756676324184,0.24748227145232982
f1 spiral,2.0,451.519,0.013118743375152064,0.42871953476747326
f1 spiral,2.0,490.51,0.016021227411931252,0.5769222002885268
f1 spiral,2.0,532.867,0.012390676512673967,0.6143638991601478
f1 spiral,2.0,578.882,0.009593347020620627,0.628106682661624
f1 spiral,2.0,628.87,0.007974519459388403,0.6401553704798743
f1 spiral,2.0,683.176,0.007031151410282252,0.6484901044621505
f1 spiral,2.0,742.17,0.0065826171362067774,0.6502482188020876
f1 spiral,2.0,806.259,0.00666604999916944,0.6414387033732328
f1 spiral,2.0,875.883,0.00778623351039992,0.6164961362009131
f1 spiral,2.0,951.519,0.006623344882347955,0.42388632375116647
f1 spiral,2.0,1033.686,0.004002834488176701,0.2785268469516512
f1 spiral,2.0,1122.948,0.004407397759133236,0.482229421121185
f1 spiral,2.0,1219.919,0.0026748966323627468,0.4899329951770288
f1 spiral,2.0,1325.263,0.001891002689897967,0.4948349383717079
f1 spiral,2.0,1439.705,0.0014273602415819956,0.4982080607105779
f1 spiral,2.0,1564.028,0.0011160258836598724,0.5006342326462949
f1 spiral,2.0,1699.088,0.0008915533065249711,0.5024331747579235
f1 spiral,2.0,1845.81,0.0007224287207564778,0.503797537462249
f1 spiral,2.0,2005.203,0.000591240514078852,0.5048506437504057
f1 spiral,2.0,2178.359,0.00048739740566184275,0.5056750211363488
f1 spiral,2.0,2366.468,0.00040398810930976044,0.5063278333209852
f1 spiral,2.0,2570.822,0.0003362583709368858,0.5068497858200266
f1 spiral,2.0,2792.821,0.0002808027209118529,0.5072705298872767
f1 spiral,2.0,3033.992,0.00023510369435727216,0.5076120772930883
f1 spiral,2.0,3295.988,0.0001972533808979968,0.5078910320605068
f1 spiral,2.0,3580.608,0.00016577683305089142,0.5081200912080894
f1 spiral,2.0,3889.807,0.000139515437049816,0.5083090789377323
f1 spiral,2.0,4225.706,0.00011754718682406538,0.5084656746056962
f1 spiral,2.0,4590.611,9.913055396255662e-05,0.5085959347528075
f1 spiral,2.0,4987.027,8.366395400840702e-05,0.50870467362816
f1 spiral,2.0,5417.675,7.065582564802064e-05,0.5087957446122803
f1 spiral,2.0,5885.511,5.970211945139787e-05,0.5088722510491589
f1 spiral,2.0,6393.746,5.046907893895385e-05,0.5089367060235009
f1 spiral,2.0,6945.869,4.267987931394722e-05,0.5089911547031369
f1 spiral,2.0,7545.671,3.610412963542317e-05,0.5090372688910485
f1 spiral,2.0,8197.267,3.054953524873141e-05,0.5090764207138688
f1 spiral,2.0,8905.13,2.585521381012152e-05,0.5091097404866352
f1 spiral,2.0,9674.121,2.188629358157321e-05,0.5091381624642073
f1 spiral,2.0,10509.516,1.852951758646214e-05,0.5091624612408665
f1 spiral,2.0,11417.051,1.5689644909825594e-05,0.5091832808739599
f1 spiral,2.0,12402.955,1.3286489467803627e-05,0.5092011583064334
f1 spiral,2.0,13473.996,1.1252472622323314e-05,0.5092165422931486
f1 spiral,2.0,14637.524,9.530592885006262e-06,0.5092298087600603
f1 spiral,2.0,15901.528,8.072736236127598e-06,0.5092412733178402
f1 spiral,2.0,17274.682,6.838266078903711e-06,0.5092512014941255
f1 spiral,2.0,18766.414,5.792843818982673e-06,0.5092598171282405
f1 spiral,2.0,20386.962,4.907440401439896e-06,0.5092673092795666
f1 spiral,2.0,22147.451,4.157506499006801e-06,0.5092738379288947
f1 spiral,2.0,24059.963,3.522274896313881e-06,0.5092795386960318
f1 spiral,2.0,26137.629,2.9841733023137004e-06,0.5092845267529567
f1 spiral,2.0,28394.708,2.5283296050051776e-06,0.5092889000770849
f1 spiral,2.0,30846.695,2.142154653510822e-06,0.5092927421616853
f1 spiral,2.0,33510.419,1.8149901603239317e-06,0.5092961242785282
f1 spiral,2.0,36404.165,1.537811374723778e-06,0.5092991073702885
f1 spiral,2.0,39547.798,1.3029758750265298e-06,0.509301743636092
f1 spiral,2.0,42962.894,1.1040112314110127e-06,0.5093040778621994
f1 spiral,2.0,46672.896,9.354354569096815e-07,0.5093061485405851
f1 spiral,2.0,50703.27,7.926051350346537e-07,0.5093079888106634
f1 spiral,2.0,55081.682,6.715869230673831e-07,0.5093096272532963
f1 spiral,2.0,59838.186,5.690488082264782e-07,0.5093110885612108
f1 spiral,2.0,65005.431,4.821680624213354e-07,0.5093123941058494
f1 spiral,2.0,70618.886,4.0855331860727927e-07,0.5093135624173081
f1 spiral,2.0,76717.084,3.461785930568928e-07,0.5093146095912275
f1 spiral,2.0,83341.883,2.9332741565220546e-07,0.5093155496342117
f1 spiral,2.0,90538.758,2.4854551491889963e-07,0.5093163947574488
f1 spiral,2.0,98357.109,2.106007445412984e-07,0.5093171556266253
f1 spiral,2.0,106850.603,1.7844914065119926e-07,0.5093178415749183
f1 spiral,2.0,116077.542,1.512061702274945e-07,0.5093184607847646
f1 spiral,2.0,126101.26,1.2812237545451332e-07,0.5093190204431844
f1 spiral,2.0,136990.562,1.085627410354397e-07,0.509319526874692
f1 spiral,2.0,148820.195,9.198921474243557e-08,0.5093199856551792
f1 spiral,2.0,161671.361,7.794589884821119e-08,0.5093204017096364
f1 spiral,2.0,175632.271,6.604650399934245e-08,0.5093207793961199
f1 spiral,2.0,190798.756,5.596371964391838e-08,0.5093211225780088
f1 spiral,2.0,207274.923,4.742020807238626e-08,0.5093214346862766
f1 spiral,2.0,225173.867,4.01809739533048e-08,0.50932171877324
f1 spiral,2.0,244618.449,3.4046899196770926e-08,0.5093219775590203
f1 spiral,2.0,265742.142,2.8849265114896046e-08,0.5093222134717733
f1 spiral,2.0,288689.943,2.4445111064410394e-08,0.5093224286825759
f1 spiral,2.0,313619.37,2.0713301806739472e-08,0.5093226251357335
f1 spiral,2.0,340701.543,1.7551195344665762e-08,0.5093228045751474
f1 spiral,2.0,370122.361,1.4871819532477711e-08,0.5093229685673024
f1 spiral,2.0,402083.773,1.2601479765725234e-08,0.5093231185213322
f1 spiral,2.0,436805.17,1.0677731924469727e-08,0.5093232557065738
f1 spiral,2.0,474524.885,9.047664797943202e-09,0.5093233812679475
f1 spiral,2.0,515501.835,7.666444736280885e-09,0.509323496239457
f1 spiral,2.0,560017.294,6.4960824913951765e-09,0.5093236015560609
f1 spiral,2.0,608376.825,5.504388323073958e-09,0.5093236980641307
f1 spiral,2.0,660912.377,4.664086626514119e-09,0.5093237865306806
f1 spiral,2.0,717984.565,3.952065726455345e-09,0.5093238676515262
f1 spiral,2.0,779985.144,3.348742201750023e-09,0.5093239420585125
f1 spiral,2.0,847339.699,2.8375222549935494e-09,0.5093240103259253
f1 spiral,2.0,920510.564,2.4043453114916733e-09,0.5093240729761891
f1 spiral,2.0,1000000.0,2.0372972938488517e-09,0.509324130484941
