section,p,distance_units,weighted_sum,weighted_mean
f1 spiral,0.5,742.17,86.51363863612907,0.6092092629364885
f1 spiral,0.5,806.259,81.45366565763749,0.5837226249374
f1 spiral,0.5,875.883,75.35213303762977,0.5477413949481813
f1 spiral,0.5,951.519,66.28290369693488,0.4906801437490382
f1 spiral,0.5,1033.686,59.31528900571886,0.4534458637574233
f1 spiral,0.5,1122.948,59.21780704967965,0.47463829393083157
f1 spiral,0.5,1219.919,57.30747272797569,0.48387782212530533
f1 spiral,0.5,1325.263,55.25127094339727,0.4897350145785761
f1 spiral,0.5,1439.705,53.17691494426388,0.49384936027068593
f1 spiral,0.5,1564.028,51.1312578069926,0.49690042410636265
f1 spiral,0.5,1699.088,49.13502529733533,0.499239763903754
f1 spiral,0.5,1845.81,47.19805343108329,0.501074003535469
f1 spiral,0.5,2005.203,45.32492390019458,0.5025352004039197
f1 spiral,0.5,2178.359,43.517432654294595,0.503712900356304
f1 spiral,0.5,2366.468,41.775802573324114,0.5046705370831801
f1 spiral,0.5,2570.822,40.099330916436614,0.5054545695532437
f1 spiral,0.5,2792.821,38.48675754686808,0.5060999197041705
f1 spiral,0.5,3033.992,36.93648492776551,0.5066333830249051
f1 spiral,0.5,3295.988,35.44671477623848,0.5070758617216622
f1 spiral,0.5,3580.608,34.01553560230846,0.5074438803201563
f1 spiral,0.5,3889.807,32.64098014536171,0.507750645919445
f1 spiral,0.5,4225.706,31.321063738586503,0.5080068093365777
f1 spiral,0.5,4590.611,30.05381024296192,0.5082210238056436
f1 spiral,0.5,4987.027,28.837269680450227,0.5084003630218941
f1 spiral,0.5,5417.675,27.669530207562822,0.5085506391801115
f1 spiral,0.5,5885.511,26.54872616113437,0.5086766484390434
f1 spiral,0.5,6393.746,25.473043337378456,0.5087823627519124
f1 spiral,0.5,6945.869,24.440722298258276,0.5088710814123254
f1 spiral,0.5,7545.671,23.450060257944394,0.508945551902104
f1 spiral,0.5,8197.267,22.499411940351898,0.5090080670435863
f1 spiral,0.5,8905.13,21.58718968826775,0.509060543651525
f1 spiral,0.5,9674.121,20.711863027854726,0.5091045865937525
f1 spiral,0.5,10509.516,19.871957838209035,0.509141541240365
f1 spiral,0.5,11417.051,19.06605523694442,0.5091725365995222
f1 spiral,0.5,12402.955,18.292790264728662,0.5091985209311857
f1 spiral,0.5,13473.996,17.550850431132716,0.5092202912485773
f1 spiral,0.5,14637.524,16.838974168909697,0.5092385178264583
f1 spiral,0.5,15901.528,16.15594923241553,0.509253764611508
f1 spiral,0.5,17274.682,15.500611067273201,0.5092665062559508
f1 spiral,0.5,18766.414,14.871841171837119,0.509277142358913
f1 spiral,0.5,20386.962,14.268565466003693,0.5092860093917716
f1 spiral,0.5,22147.451,13.689752679059184,0.5092933906974639
f1 spiral,0.5,24059.963,13.13441276527658,0.5092995248843897
